AdverseSummary,Description,DevStatus,DevStatusId,Drugs,Indications,OutcomeSummary,ProtocolTitle,References,TreatmentSummary,TrialId,TrialStatus
null,"<ProtocolDescription><para>Monoclonal immunoglobulins arise from abnormal proliferation of a single clone of plasma cells. They are composed of a single light and/or heavy chain class, in contrast to polyclonal immunoglobulins. They may occur in malignant lymphoproliferative diseases, such as multiple myeloma, Waldenstrom’s macroglobulinemia, lymphoma, chronic lymphocytic leukemia, amyloidosis, or more benign conditions such as monoclonal gammopathy of undetermined significance (MGUS). Recently we have observed monoclonal gammopathy occurring in patients with tuberculosis. Whether tuberculous infection plays a role in the production of monoclonal protein, and whether the monoclonal immunoglobulins possess anti-tuberculous activity are unknown. In the current project we plan to study: (1) whether the monoclonal immunoglobulin developed in patients with tuberculosis reacts with tuberculous antigen (using ELISA), and (2) whether the VH gene sequence analysis of such patient shows different mutation patterns (indicating the presence of intraclonal mutation variation) or not. If there is no intraclonal mutation variation, it suggests that the plasma cell clone is not under current exposure to the mutator, and the production of monoclonal gammopathy is probably not related to tuberculous infection. If, however, the VH gene sequence analysis shows the presence of intraclonal mutation variation, it indicates that the plasma cell clone is continuously under the influence of the mutator. In such case the production of monoclonal protein may be related to tuberculous infection.</para></ProtocolDescription>",Phase not specified,NS,null,Mycobacterium tuberculosis infection; Paraproteinemia,null,Immunologic and Genetic Characteristics of Monoclonal Immunoglobulins in Patient With Tuberculosis,9461700601; NCT00173264,null,97715,Recruiting
null,<ProtocolDescription><para>Patients on initial treatment faliure of MDR-PTB or retreament MDR-PTB will receive thymosin as adjuvant treatment.</para></ProtocolDescription>,Phase 4 Clinical,C4,null,Mycobacterium tuberculosis infection,null,A clinical trial of classifciation treatment on multidrug resistant pulmonary tuberculosis,ChiCTR-OPC-16009380,null,275810,Not yet recruiting
null,<ProtocolDescription><para>Subjects would receive either placebo or VPM-1002.</para></ProtocolDescription>,Phase 1b Clinical,C1B,VPM-1002,Mycobacterium tuberculosis infection,null,Dose-Escalation Study on Safety and Immunogenicity of VPM-1-002 in Comparison to BCG in Healthy Volunteers in South Africa,DOH-27-0210-3083; NCT01113281; VPM1002-ZA-1.10TB,null,65984,Completed
null,<ProtocolDescription><para>Volunteers would receive either  600 mg   of rifampicin or placebo daily for a week.</para></ProtocolDescription>,Phase 4 Clinical,C4,null,Bacterial infection; Mycobacterium tuberculosis infection,null,The Effect of PXR Activation on Blood Pressure Regulation,2011-005522-22; NCT01690104; Rifa-BP; Rifa-BP,null,92051,Completed
null,"<ProtocolDescription><para>In treatment period 1 (treatment A) subjects would receive CAB 30 mg qd po after an overnight fast of at least 6 h for 14 days in period 1, followed by treatment period 2 (treatment B) where subjects would      receive RBT 300 mg qd with CAB 30 mg qd after an overnight fast of at least 6 h for 14 days in period 2. The total study      duration would be approximately for 10 weeks. Approximately 15 healthy subjects would be      enrolled to ensure that 12 subjects complete dosing and critical assessments. Dosing of study medication on non-PK days would  be with or without food.</para></ProtocolDescription>",Phase 1 Clinical,C1,cabotegravir; rifabutin,HIV infection; Mycobacterium tuberculosis infection,null,Effect of Rifabutin on the Pharmacokinetics of Oral Cabotegravir in Healthy Subjects,205712; NCT03149848,null,298711,Completed
null,"<ProtocolDescription><para>This study consist of three groups:<br/>Group 1: subjects with rapid metabolizer will be   given standard treatment ie, standard isoniazid dose regimen (300 mg qd).<br/>Group 2: subjects with slow metabolizer will be  given standard treatment ie, standard isoniazid dose regimen (300 mg qd).<br/>Group 3: subjects with slow metabolizer will be  given with PGx treatment ie, decreased isoniazid dose regimen (200 mg qd).</para></ProtocolDescription>",Phase 1 Clinical,C1,null,Mycobacterium tuberculosis infection,null,A Pharamcogenomic Study for Isoniazid According to NAT2 Polymorphism Status,INH NAT2; NCT03665402,null,353053,Recruiting
"<AdverseEvents><para>In September 2016, results were presented. In the compensated and decompensated liver disease groups,  the overall incidence of hepatotoxicity was 12.7 and 13% respectively. There was a similar incidence of hepatotoxicity in both arms of groups 1 and 2  [<ulink linkType=""Reference"" linkID=""1793460"">1793460</ulink>]. </para></AdverseEvents>",<ProtocolDescription><para>This study would include four arms:<br/>Arm A: patients would receive isoniazid + rifampicin + pyrazinamide + ethambutol (2HRZE) for initial 2 months followed by isoniazid + rifampicin for next 4 months.<br/>Arm B: patients would receive isoniazid + rifampicin+ <ulink linkType="Drug" linkID="3492">levofloxacin</ulink> + ethambutol    (2HRLE) for initial 2 months followed by isonizid + rifampicin for next 4 months.<br/>Arm C: patients would receive isoniazid + <ulink linkType="Drug" linkID="3492">levofloxacin</ulink> + ethambutol (9HLE) for 9 months.<br/>Arm D: patients would receive rifampicin + <ulink linkType="Drug" linkID="3492">levofloxacin</ulink> + ethambutol (9RLE) for 9 months.</para></ProtocolDescription>,Phase 2 Clinical,C2,levofloxacin,Mycobacterium tuberculosis infection,"<Outcomes><para>In September 2016, results were presented. The efficacy rate of groups 1 and  2  were  83.7 and  74%  respectively, (p = 0.554). The overall six month survival rate for groups 1 and 2  were 98 and 81%   respectively,  (p = 0.014) which was comparable to both the treatment arms. The mean therapeutic response in groups 1 and 2 was seen in 80 and  112 days (p = 0.023)   [<ulink linkType=""Reference"" linkID=""1793460"">1793460</ulink>]. </para></Outcomes>",Efficacy and Safety of Modified Anti-tubercular Regimens in Treatment of Tuberculosis in Patients With Underlying Compensated and Decompensated Chronic Liver Disease,ILBS-ATT-01; NCT01677871,"<Regimens><para>Patients were grouped into two, compensated liver disease with tuberculosis (group 1) and decompensated liver disease with tuberculosis (group 2). Patients were randomly allocated to receive either of treatment regimen (A/B).<br/>Group 1: The group was divided into two arms<br/>Arm A: 2HRZE/4HR for 6 months<br/>Arm B: 2HRLE/4HR for 6 months<br/>Group 2: The group was divided into two arms<br/>Arm A: 9HLE for 9 months<br/>Arm B: 9RLE for 9 months<br/>Patients were  required to visit  every week for the first two months and then every month till completion of study [<ulink linkType=""Reference"" linkID=""1793460"">1793460</ulink>]. </para></Regimens>",90788,Recruiting
null,"<ProtocolDescription><para>A total of 90 smear positive pulmonary tuberculosis patients size will be included. Samples will be collected from referred patients to Hospital and three Sistan tuberculosis centers. The smear positive patients blood will be collected for zinc level evaluation. Moreover their chest-X-ray image will be collected. The patients will be divided randomly into two groups of intervention (A) and control (B). The group A subjects (n = 45) will be treated by 10cc of 0.5% zinc syrup (with standard module) qd and in group B (n = 45) will be received placebo syrup with same prescription. The blood zinc level and sputum smear will be evaluated again in the end of months 2, 4 and 6 and smear changes and changes in serum zinc will be compared and analyzed. Treatment intervention will be conducted by using zinc sulfate syrup (250 mg dosage) (Iran Daroo company) which will be taken qd (after dinner) for 6 months. Intervention with placebo will be conducted with placebo assumption once a day (after dinner) for 6 months.</para></ProtocolDescription>",Phase 2 Clinical,C2,null,Mycobacterium tuberculosis infection,null,Effects of zinc in the treatment of patients with pulmonary tuberculosis,IRCT2016110630729N1; zbmu.1.REC.1395.64,null,292353,Recruiting
null,"<ProtocolDescription><para>All patients would receive standard anti-tuberculous chemotherapy and adjunctive      dexamethasone, according to Vietnam National Tuberculosis Program guidelines.      Patients would be stratified by Medical Research Council UK disease severity grade, and      randomized in a 1 : 1 : 1 ratio to one of following three study arms:<br/>Arm 1: patients would receive aspirin 81 mg, qd, and  two placebo tablets (visually-matched to 500 mg aspirin), for 60 days.<br/>Arm 2:       patients would receive aspirin 1000 mg, and  a placebo tablet (visually-matched to 81 mg aspirin), for 60 days.<br/>Arm 3: patients would receive a placebo tablet (visually matched to 81 mg aspirin), and  two placebo tablets (visually-matched to 500 mg aspirin), for 60 days.<br/>Patients would be followed up while on standard treatment for 8 months.</para><para>Patients would be admitted      to hospital for at least the first 14 days of study treatment enabling real-time active      surveillance of any adverse events after which they will be discharged according to clinical      care with continued monitoring. A schedule of clinical and laboratory monitoring including lumbar puncture, pharmacokinetic      assessment of peripheral blood monocyte/macrophage antimicrobial activity, clinical      assessments, brain magnetic resonance imaging (MRI) and neurological assessment will manage      patient safety and capture study outcomes.</para></ProtocolDescription>",Phase 2 Clinical,C2,null,Bacterial meningitis; Mycobacterium tuberculosis infection,null,A Pilot Study of Adjunctive Aspirin for the Treatment of HIV Negative Adults With Tuberculous Meningitis,23TB; AspirinTBM; NCT02237365,null,210176,Completed
null,"<ProtocolDescription><para>This protocol will use leukapheresis to collect lymphocytes to study immune responses      following vaccination with BCG in BCG-naive participants. This will be an open-label protocol in up to 15 healthy participants who will be BCG-naive. All      participants will receive a total of two doses of BCG, by intradermal injection,      approximately 6 months apart. Participants will be observed for 284 days. Participants will be followed by a combination of visits and      telephone contacts through study day 264. Participants will undergo TST testing 3 months      after the second BCG vaccination and QuantiFERON TB Gold in-Tube (QTBGT), or the equivalent,      if necessary. Two BCG vaccinations given 6 months apart will be chosen for this study to give      optimal T cell and antibody responses for future study. Leukapheresis will be conducted      prior to the first BCG vaccination and at 56 days after the second BCG vaccination (Hoft,      2002; Brown, 2003; de Valliere, 2005). The final leukapheresis timing will be selected based on      results from functional biological assays, which suggest analysis of samples at this time      point may provide insight into the protective immune responses elicited by BCG, and on      results of prior clinical trials describing the peak immune responses to BCG (Hoft, 2002;      Brown, 2003; de Valliere, 2005). The study will be conducted at a single site in the US      (<ulink linkType=""Company"" linkID=""24250"">Saint Louis University</ulink> [SLU]).</para></ProtocolDescription>",Phase 0 Clinical,C0,null,Mycobacterium tuberculosis infection,null,Biological Samples Obtained by Leukapheresis Induced by Two BCG Vaccinations in BCG-Naive Healthy Adults in the US,A-051; NCT03175380,null,300421,No longer recruiting
null,"<ProtocolDescription><para>The investigators will       perform a prospective, randomized, controlled, multicenter, cohort study of 8-month adjunctive      immunotherapy with rhIL-2 for MDR-TB patients compared with the standard chemotherapy.</para><para>This multicenter, prospective clinical study will be conducted at n = 13 tuberculosis centers      (coordinating hospital specialized in tuberculosis) across Jiangsu province, China. Joined      by the network system of The First Affiliated Hospital of Nanjing Medical University and CDC      of Jiangsu province, patients will be enrolled from 2009 to 2018. This study protocol will be      approved by the ethics committee of the First Affiliated Hospital of Nanjing Medical      University and will be performed adhering to the ethical principles of the Declaration of      Helsinki. All patients provided written informed consent before enrollment. The independent      data and safety of the study will be monitored by the hospital monitoring committee.</para><para>Patients enrollment: eligible MDR-TB patients will be identified by triplicate-spot sputum smears that will be      positive for acid-fast bacilli and a positive sputum culture with resistance to both      isoniazid and rifampin, as determined by susceptibility tests and rapid screening tests .      The results of these assays will be confirmed using an L-G medium base modified in the Jiangsu      province Centers for Disease Control and PreventionCDC).</para><para>Treatment plan for the two cohorts: the patients in rhIL-2 group will be given consisted of      four courses of low-dose rhIL-2 (500000 U/m) given sc (SC) once q2d for 30 days. Four courses will be carried out separately during months 1, 3, 5, and 7.      All enrolled patients with pulmonary MDR-TB received a 24-month standard anti-MDR-TB      chemotherapy regimen: 6-month Z + KM/AM or CM + PAS/(Pa) + PTO +LFX as an intensive phase      treatment, followed by an 18-month Z + LFX + PTO + PAS/(Pa) as a consolidation phase      treatment. (Z: pyrazinamide; KM: kanamycin; AM: amikacin; CM: capreomycin; LFX: <ulink linkType=""Drug"" linkID=""3492"">levofloxacin</ulink>; PTO:      prothionamide; PAS: para-aminosalicylic acid; Pa: pasiniazid); after finishing treatment      regimen patients will be followed up for a minimum of 36- months or until discontinuation of      regimen, withdrawal of consent, loss to follow-up, death, or end of study. The patients in control group will be given standard anti-tuberculosis chemotherapy regiman. Standard anti-MDR-TB chemotherapy regiman will be totally 24 months, including 6-month Z + KM/AM or CM + PAS/(Pa) + PTO +LFX as an intensive phase treatment, followed by an 18-month Z + LFX + PTO + PAS/(Pa) as a consolidation phase treatment.Then all the group patients will be followed up for a minimum of 36 months</para><para>For all of the patients demographic measurements will be recorded on the first clinical      visit. Patient data will be collected at enrollment and quarterly intervals. Sputum smear      conversion, sputum culture conversion and chest CT scan improvement will be followed up at 3,      6, 12, 18, and 24 months for bacteriological and imaging data collected. Cure rates analyzed      and compared in both groups. The proportions of MDR-TB patients in the two groups achieving sputum smear/culture      conversion, lung lesions absorption will be assessed and compared.</para><para>Safety assessment included clinical symptom observation, Incidences of adverse event  (AE) in      two groups will be assessed and compared. Blood routine test, hematological profile, blood      biochemical examination including hepatic aminotransferase and blood urea nitrogen/creatinine,      blood electrolyte test (potassium, magnesium, calcium), serum thyroid stimulating      hormone (TSH), audiology examinations, visual field and color examination.</para><para>Cure rate will be defined as first outcome. Sputum conversion rate will be defined as second      outcome.</para></ProtocolDescription>",Phase 2/Phase 3 Clinical,C23,levofloxacin,Mycobacterium tuberculosis infection,null,Study of Adjunctive Recombinant Human Interleukin-2 Therapy in Patients With MDR-TB (rhIL-2),NCT03069534; RHIL-2 THERAPY ON MDR-TB,null,289837,Recruiting
null,"<ProtocolDescription><para>A longitudinal observational multicentred study will be conducted in patients with diagnosis      of active pulmonary TB.<br/>The following variables will be recorded:<br/>Demographic variables: age, gender, ethnicity, SNPs for NAT2, SLCO1B1, ABCB1 and VDR.<br/>Clinical variables: weight, height, renal function tests, liver function tests, vitamin           D (25-OH vitamin D) level, albuminemia, serology for HIV, HCV, presence of comorbidities           (eg, diabetes mellitus), visual acuity test, presence of neuropathic symptoms.<br/>Microbiological variables: phenotypic and genotypic drug sensitivity test results,           sputum Mycobacterium tuberculosis DNA (PCR), microscopy, culture, Time To Positivity           (TTP) in liquid culture, IGRA test (if performed), history of previous treatments,           location of pulmonary lesions, presence of extra-pulmonary locations.<br/>Therapeutic variables: start/end of treatment, treatment interruptions, dose mg/kg,           route of administration.</para><para>The patients will receive standard antitubercular drugs according to international      guidelines (rifampicin 10 mg/kg, isoniazid 5 mg/kg maximum dose 300 mg, ethambutol 15 to 20 mg/kg, pyrazinamide 25 mg/kg      maximum dose 2000 mg) in fasten condition, qd.</para><para>To measure plasma concentrations four blood samples (lithium heparin 7 ml tubes) will be      collected at 0, 2, 4 and 6 h post dose. This analysis will be performed at 7 and 14 days      after the beginning of anti-TB treatment.<br/>For the pharmacogenetic analysis a blood sample (EDTA 4 ml tube) will be collected at the      baseline. Sputum samples will be collected at baseline, 7 and 14 days for Mycobacterial culture. Medical visits and blood samples (for LFTs) will be performed at baseline, 7 and 14 days to      investigate neuro and hepato- toxicity.</para><para>Pharmacokinetics: after the collection the samples will be centrifugated (3000 rev min−1 at      4degC for 10 min) and plasma will be frozen at −20degC in two aliquots (1 ml of volume) and will      be delivered to the laboratory of pharmacokinetics and pharmacogenetics of the University of      Torino Amedeo di Savoia Hospital, ASLTO2, Torino, Italy.</para><para>Plasma concentrations of all four drugs will be measured using liquid chromatography coupled      with tandem mass-spectroscopy (allowing high sensitivity despite small sample volumes).      Collected concentration-time data will be evaluated by a non-compartmental approach to      characterize the pharmacokinetic properties at steady-state. AUC, maximum (Cmax) and minimum      (Cmin) drug levels and plasma elimination half-life will be used to assess the enzymatic      induction properties of these drugs. Pharmacogenomics (PG) DNA will be extracted from whole      blood using QIamp DNA Mini Kit (Quiagen, Valencia, CA). Purified and eluted DNA will be      directly used for real-time PCR (BIORAD, Milano, Italia) reaction. The allelic discrimination      analysis will be performed using the TaqMan assays (Applied Biosystems, Foster City, CA).</para><para>Analyzed SNPs will be:<br/>ABCB1 3435C &gt; T (rs1045642), OATP1B1 521T&gt;C (rs4149056) e OATP1B1 85-7793T&gt;C (rs4149032), PXR      63396C&gt;T (rs2472677), BsmI G &gt; A (rs1544410) and NAT2 G &gt; A (rs1799930). Dried blood spots (DBSs) and dried plasma spots (DPSs).</para><para>Method for      the determination of plasma concentrations on DPSs will be developed and validated by the      laboratory. In the study, the blood samples for evaluation on DPSs will be obtained only from      subjects of the institute. After centrifugation (3000 rev min−1 at 4degC for 10 min) 100 microl      plasma will be spotted onto each glass filter (purchased from Laboratori Biomicron srl,      Italy) and used for pharmacokinetic (PK) analysis. The remaining plasma will be used as      controls in the analysis.</para><para>For the pharmacogenetic (PG) analysis venous blood samples will be obtained from all subjects      and whole blood (50 microl per spot) will be spotted on DBS Whatman 903 protein saver cards (VWR      International, Milan, Italy).<br/>DBS will be inserted in a foil bag with desiccant (Foil Bag and Desiccant Packs, purchased      from Laboratori Biomicron srl, Italy) and then stored at room temperature. After a maximum of      30 days samples will be delivered to the Laboratory of Pharmacokinetics and Pharmacogenetics      of the University of Torino Amedeo di Savoia Hospital, ASLTO2, Torino, Italy. They will be      stored at −20degC until analysis will be performed (within 3 months from collection).</para><para>Time to positivity time to positivity on sputum cultures at baseline, 7 and 14 days will be      calculated using software BD Epicenter integrated in BACTEC MGIT System (Mycobacteria Growth      Indication Tube) 960. Default time will be 42 days.</para></ProtocolDescription>",Phase Not Applicable,PNA,null,Mycobacterium tuberculosis infection,null,Personalization of AntiTB Treatment: Evaluation of Pharmacological Determinants of Treatment Response,NCT03416309; PAT; PAT_STUDY,null,327613,Recruiting
null,null,Phase Not Applicable,PNA,null,HIV infection; Mycobacterium tuberculosis infection,"<Outcomes><para>In September 2016, results were published. Compared to HIV-1-uninfected patients, HIV-1-coinfected patients had lower clearance rates for rifampin (21% decrease) and isoniazid (23% decrease) which resulted in higher areas under the concentration-time curve from 0 to 24 h (AUC 0 to 24) and maximum concentrations of drug in serum (Cmax). Rifampin clearance, by 46%, was lowered by antiretroviral therapy (ART) that included double-standard-dose <ulink linkType=""Drug"" linkID=""14681"">lopinavir+ ritonavir</ulink> and increased the AUC 0 to 24. A trend of decreased pharmacokinetic exposures for the lowest weight band was associated with the current uniform dosing (per kg of body weight) across WHO weight bands. The model was significantly improved by use of fat-free mass as opposed to total body weight for allometric scaling of clearance. Compared to HIV-1-uninfected patients, ambulant HIV-1-coinfected patients, the majority of whom were coprescribed ART, did not have reduced antituberculosis drug concentrations [<ulink linkType=""Reference"" linkID=""1906447"">1906447</ulink>].</para></Outcomes>","A study to evaluate the pharmacokinetics of rifampin, isoniazid, and pyrazinamide in a cohort of patients being treated for active tuberculosis",null,"<Regimens><para>Patients treated with rifampin, isoniazid, and pyrazinamide were included and observed [<ulink linkType=""Reference"" linkID=""1906447"">1906447</ulink>].</para></Regimens>",290004,Status not specified
null,"<ProtocolDescription><para>The study planned to investigate the optimal timing to initiate antiretroviral therapy      with <ulink linkType=""Drug"" linkID=""14493"">tenofovir</ulink>, <ulink linkType=""Drug"" linkID=""3474"">lamivudine</ulink>, <ulink linkType=""Drug"" linkID=""10172"">efavirenz</ulink>  in HIV-infected patients who were receiving tuberculosis treatment between weeks 4 and       12 weeks by comparing the composite end point of death rate,      hospitalization rate and adverse drug reactions at weeks 48, 96 and 144.</para></ProtocolDescription>",Phase 4 Clinical,C4,efavirenz; lamivudine; tenofovir disoproxil fumarate,HIV-1 infection; Mycobacterium tuberculosis infection,"<Outcomes><para>Results were published in August 2012. Median CD4 and HIV-1 RNA  were 43 cells/mm3 and 5.8 log copies/ml3, respectively. With a follow-up period of 137 patient-years, 11 mortalities  were seen. A total of 7  and 6% mortalities were seen in 4-week and  12-week groups, respectively. A total of 35 and 32% of patients were hospitalized in  4-week and  12-week groups, respectively. Grade 2 to 4 adverse events were seen in 39  and 34%  of patients in 4-week and  12-week groups, respectively. In multivariate analysis, 'low albumin'  and 'low baseline CD4 count'  were the independent predictors of mortality. In the first 6 months of ART, immune reconstitution inflammatory syndrome was more common in 4-week group with an incidence of 8.86 versus 5.02 per 100 person-months in 12-week group  (P = 0.069)  [<ulink linkType=""Reference"" linkID=""1316312"">1316312</ulink>].</para></Outcomes>",Appropriate Timing of HAART in Co-infected HIV/TB Patients,0435.3/1551; NCT01014481; TIME,"<Regimens><para>Patients were randomized to initiate  <ulink linkType=""Drug"" linkID=""14493"">tenofovir</ulink>, <ulink linkType=""Drug"" linkID=""3474"">lamivudine</ulink>, and  <ulink linkType=""Drug"" linkID=""10172"">efavirenz</ulink>   at 4 weeks (4-week group, n = 79) or 12 weeks (12-week group, n = 77) of TB treatment [<ulink linkType=""Reference"" linkID=""1316312"">1316312</ulink>].</para></Regimens>",61991,Terminated
null,"<ProtocolDescription><para>Patients will receive electroacupuncture (n = 17) or low intensity (3 to 10 mA) (n = 17), middle intensity (11 to 25 mA) (n = 17) or high intensity (26 to 50 mA) (n = 17) transcutaneous electric acupoint stimulation (TEAS).</para></ProtocolDescription>",Phase Not Applicable,PNA,null,Bulla; Emphysema; Lung disease; Metastatic lung cancer; Mycobacterium tuberculosis infection,null,Evaluation of the effect of transcutaneous electrical acupoint stimulation with different intensities in patients after pneumonectomy,AMCTR-IOR-17000044; ChiCTR-IOR-17010701,null,288889,Not yet recruiting
null,"<ProtocolDescription><para>The Bandim      Health Project has conducted multiple large-scale RCT's and demographic surveillance. HIV      negative adults &gt; 50 years of age in a recent HIV survey will be eligible for the present study.      Participants will be checked for clinical signs of TB and an HIV test will be preformed before      enrollment. Exclusion criteria will be BCG vaccination within the last ten years, illness within      the last 14 days, clinical signs of active TB, and/or a positive HIV test. Those who will be      overtly ill will be treated or referred to hospital if needed. Those with signs of TB will      be referred to the TB hospital for further examinations. Those who have become HIV positive      since they were tested in the survey will receive immediate counselling and be referred to      the HIV clinic.</para><para>Participants will be randomized to either BCG vaccination or placebo. To test the innate      immune system blood will be withdraw three times: before the intervention, 2 weeks and 3 months      after the intervention. There will be a maximum of 10 ml blood each time, plus 3 ml the first      time for the Quantiferon. This will be a small volume, with a maximum of 33 ml and should not      cause any problems for participants. Quantiferon results will be used as a baseline to test      if participants will be sensitized to Mycobacterium tuberculosis. In the blood, the innate      immune training effects of BCG we will investigated by studying how the immune cells respond      when they will be stimulated with bacteria or other pathogens, which can cause serious      infections. Provided that BCG shows induced innate immune training in adults &gt; 50 years of      age, a large randomized control trial will follow to see if BCG vaccination reduces the      number of acute infections in adults &gt; 50 years of age in Guinea-Bissau.</para></ProtocolDescription>",Phase 4 Clinical,C4,null,Candida albicans infection; Mycobacterium tuberculosis infection; Staphylococcus aureus infection; Streptococcus pneumoniae infection,null,Testing if BCG (Bacille Calmette-Guerin) Vaccination Can Induce Innate Immune Training in Adult People > 50 Years of Age in Guinea-Bissau,BCGADULT; NCT02953327,null,277914,Recruiting
null,"<ProtocolDescription><para>The study will be a multicenter, randomized,open-label, controlled, non-inferiority trial. Patients (n = 3900) with newly diagnosed drug-susceptible pulmonary TB who fulfill the           inclusion and exclusion criteria will be included. Patients will be divided into three groups:<br/>Group 1 (experimental):  experimental group will receive all oral regimen is consisted of isoniazid, rifampin, pyrazinamide, ethambutol and <ulink linkType=""Drug"" linkID=""3492"">levofloxacin</ulink> for 4.5 months.<br/>Dosage: isoniazid 300 mg (qd), rifampin 450 mg(&lt;  50 kg,qd) or 600 mg(>  50 kg,given qd), pyrazinamide 1500 mg([&lt; than 50 kg, qd] or 30 mg/kg [>   50 kg,qd), ethambutol 750 mg (&lt;  50 kg, qd ) or 1000 mg (>  50 kg, qd), levofloxacin 600 mg(&lt;  50 kg, qd) or 800 mg(>  50 kg, qd).<br/>Group 2 (experimental): patients will receive  orally isoniazid, rifampin, pyrazinamide, and ethambutol for 4.5 months. The dosage of isoniazid, rifampin, pyrazinamide, and ethambutol will be as same as that of control regimen.<br/>Group 3 (active-comparator): patients will receive isoniazid (300 mg, qd), rifampin (450 mg [&lt; 50 kg, qd] or 600 mg [> 50 kg, qd]), pyrazinamide (500mg, tid), and ethambutol (750 mg  [&lt; 50 kg, qd] or 1000 mg [> 50 kg, qd]) during the intensive phase of treatment (2 months), followed by isoniazid and rifampin during the continuation phase (4 months).</para></ProtocolDescription>",Phase 4 Clinical,C4,levofloxacin,Mycobacterium tuberculosis infection,null,Shortened Regimens for Drug-susceptible Pulmonary Tuberculosis,2015ZX10003001; NCT02901288,null,271641,Recruiting
null,null,Phase 1 Clinical,C1,MVA-85A,Mycobacterium tuberculosis infection,null,"Safety, Immunogenicity and Impact of MVA-85A, on the Immunogenicity of the EPI Vaccines",NCT00480454; TB012,null,52375,Completed
null,"<ProtocolDescription><para>The study will consists of five arms:<br/>Arm 1: patients will receive 2 HRbZE/4 HRb (<ulink linkType=""Drug"" linkID=""4229"">rifabutin</ulink>-modified TB therapy).<br/>Arm 2: patients will receive <ulink linkType=""Drug"" linkID=""13340"">everolimus</ulink> 0.5 mg.<br/>Arm 3: patients will receive auranofin 6 mg.<br/>Arm 4: patients will receive vitamin D3.<br/>Arm 5: patients will receive <ulink linkType=""Drug"" linkID=""59386"">CC-11050</ulink>.</para><para>The primary endpoints of the study will be:<br/>For auranofin, everolimus and vitamin D: the proportions of patients experiencing           suspected unexpected serious adverse reactions (SUSARs).<br/>For CC-11050: the proportion of patients experiencing treatment emergent serious           adverse events (SAEs).</para></ProtocolDescription>",Phase 2 Clinical,C2,CC-11050; everolimus,Mycobacterium tuberculosis infection,null,TB Host Directed Therapy,NCT02968927; TBHDT; TBHDT-AUR1-8-178,null,279898,No longer recruiting
"<AdverseEvents><para>In July 2015, results were published. Slight difference was observed in occurrence and intensity of intolerance between regimens. No association was observed between PAS intolerance and maximum PAS concentrations over the doses studied. PAS intolerance was not frequent after once-daily dosing [<ulink linkType=""Reference"" linkID=""1731036"">1731036</ulink>].</para></AdverseEvents>",null,Phase 2 Clinical,C2,null,Mycobacterium tuberculosis infection,"<Outcomes><para>In July 2015, results were published. The effect of <ulink linkType=""Drug"" linkID=""10172"">efavirenz</ulink> and gender resulted in an increase of 25 and 37% in oral clearance of PAS, respectively, whereas NAT1*3, NAT1*14, and NAT2*5 alleles had decrease of -17, -48 and -27% in PAS oral clearance, respectively. Drug clearance was not influenced by NAT1*10 allele. Significant difference was observed between the two regimens in the time above the minimum inhibition concentration (MIC) of 1 mg/l, but not influenced by the NAT1 or NAT2 genotypes. Compared to 8 g of GSR-PAS qd, 4 g bid dose maintained PAS concentrations above the MIC (1 mg/l) during the dosing interval [<ulink linkType=""Reference"" linkID=""1731036"">1731036</ulink>].</para></Outcomes>","A randomized, two-period, open-label, crossover study to examine the relationships between N-acetyltransferase genotypes, pharmacokinetics, and tolerability of para-aminosalicylic acid in patients with drug-resistant pulmonary tuberculosis",null,<Regimens><para>Patients received granular slow-release para-aminosalicylic acid (GSR-PAS) 4 g bid or 8 g qd alternately [<ulink linkType="Reference" linkID="1731036">1731036</ulink>].</para></Regimens>,252123,Status not specified
null,"<ProtocolDescription><para>Patients of HIV, attending ART (Antiretroviral therapy) center khagaria, Bihar, India           during June 2015 to May 2016 would be enrolled and obserced in the study.  Patients enrolled at the centr would be  subjected to screening for Mycobacterium           tuberculosis infection by doing ESR, mantoux test, chest x-ray, sputum examination for           acid fast bacillus (AFB) and nucleic acid amplification test. HIV/Tb co infected patients would be  given cotrimoxazole. Patients' data-for example, age, sex, co-infection with tuberculosis would be recorded. Sputum positivity, radiological features, and extra pulmonary manifestations would be           recorded and statistical analysis would be done. Statistical analysis, such as, mean, standard deviation(SD), student T test, p-values would be done. P-value           significance would be measured at p &lt; 0.05.</para></ProtocolDescription>",Phase Not Applicable,PNA,null,HIV infection; Mycobacterium tuberculosis infection,null,HIV-Tb Co-infections Among HIV Patients,NCT02964767; SinghRK,null,279360,Completed
