Action,ActionId,AuthorityGroup,Company,CompanyId,Country,CountryId,Drug,DrugId,EntityType,HighestDevStatus,HighestDevStatusForInd,HighestDevStatusForIndId,HighestDevStatusId,Indication,IndicationId,IsActiveCompany,LatestChange,ParentCompany,ParentCompanyId,Status,StatusDate,StatusId,StatusSortCode,TherapyArea,TherapyAreaId
Antibacterial,1594,LOCAL_AND_MAJOR,Sequella Inc,28087,US,US,"antibacterial diamines (tuberculosis), Sequella",56356,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2008-10-13 00:00:00,Sequella Inc,28087,No Development Reported,2008-10-13 00:00:00,NDR,2,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Sequella Inc,28087,US,US,"antibacterial diamines (tuberculosis), Sequella",56356,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2008-10-13 00:00:00,Sequella Inc,28087,No Development Reported,2008-10-13 00:00:00,NDR,2,Respiratory disease,711
Cell wall synthesis inhibitor,7052,LOCAL_AND_MAJOR,Sequella Inc,28087,US,US,"antibacterial diamines (tuberculosis), Sequella",56356,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2008-10-13 00:00:00,Sequella Inc,28087,No Development Reported,2008-10-13 00:00:00,NDR,2,Respiratory disease,711
CD4 agonist,5027,LOCAL_AND_MAJOR,ApoVax Inc,29552,US,US,ApoVax104-TB,68211,Biological,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2015-01-05 00:00:00,ApoVax Inc,29552,Discovery,2008-08-31 00:00:00,DR,6,Respiratory disease,711
Natural killer cell stimulator,7757,LOCAL_AND_MAJOR,ApoVax Inc,29552,US,US,ApoVax104-TB,68211,Biological,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2015-01-05 00:00:00,ApoVax Inc,29552,Discovery,2008-08-31 00:00:00,DR,6,Respiratory disease,711
CD4 agonist,5027,LOCAL_AND_MAJOR,ApoVax Inc,29552,US,US,ApoVax104-TB,68211,Biological,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2015-01-05 00:00:00,ApoVax Inc,29552,No Development Reported,2015-01-05 00:00:00,NDR,2,Respiratory disease,711
Natural killer cell stimulator,7757,LOCAL_AND_MAJOR,ApoVax Inc,29552,US,US,ApoVax104-TB,68211,Biological,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2015-01-05 00:00:00,ApoVax Inc,29552,No Development Reported,2015-01-05 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,GlaxoSmithKline plc,28355,UK,GB,"pleuromutilin derivatives (tuberculosis), GlaxoSmithKline/The Global Alliance for TB Drug Development",56410,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2012-06-18 00:00:00,GlaxoSmithKline plc,28355,Discovery,2005-03-21 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,GlaxoSmithKline plc,28355,UK,GB,"pleuromutilin derivatives (tuberculosis), GlaxoSmithKline/The Global Alliance for TB Drug Development",56410,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2012-06-18 00:00:00,GlaxoSmithKline plc,28355,No Development Reported,2012-06-18 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Medical Research Council Technology,1054893,UK,GB,"GlgE inhibitors (tuberculosis), MCRT",78428,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2013-06-25 00:00:00,Medical Research Council (MRC),18438,No Development Reported,2013-06-25 00:00:00,NDR,2,Respiratory disease,711
Antidepressant,2941,LOCAL_AND_MAJOR,National University of Singapore,20633,Singapore,SG,pascolizumab,17132,Biological,Discontinued,No Development Reported,NDR,DX,Mycobacterium tuberculosis infection,221,false,2014-06-23 00:00:00,National University of Singapore,20633,Phase 2 Clinical,2012-10-11 00:00:00,C2,9,Respiratory disease,711
Anxiolytic,2942,LOCAL_AND_MAJOR,National University of Singapore,20633,Singapore,SG,pascolizumab,17132,Biological,Discontinued,No Development Reported,NDR,DX,Mycobacterium tuberculosis infection,221,false,2014-06-23 00:00:00,National University of Singapore,20633,No Development Reported,2014-06-23 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Aquila Biopharmaceuticals Inc,24317,US,US,"tuberculosis vaccine (CD1), Antigenics",22778,Chemical,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2002-10-15 00:00:00,Agenus Inc,23221,Discovery,1999-03-30 00:00:00,DR,6,Respiratory disease,711
Bacterial protein synthesis inhibitor,1538,LOCAL_AND_MAJOR,Sequella Inc,28087,US,US,sutezolid,11088,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,true,2013-07-17 00:00:00,Sequella Inc,28087,Phase 1 Clinical,2013-07-17 00:00:00,C1,8,Respiratory disease,711
Bacterial protein synthesis inhibitor,1538,OTHER,Sequella Inc,28087,Europe,X5,sutezolid,11088,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,true,2013-07-17 00:00:00,Sequella Inc,28087,Discovery,2013-07-17 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,OTHER,Sequella Inc,28087,Africa,X0,SQ-109,31010,Chemical,Phase 3 Clinical,Phase 3 Clinical,C3,C3,Mycobacterium tuberculosis infection,221,true,2012-12-19 00:00:00,Sequella Inc,28087,Phase 2 Clinical,2010-12-06 00:00:00,C2,9,Respiratory disease,711
Cell wall synthesis inhibitor,7052,OTHER,Sequella Inc,28087,Africa,X0,SQ-109,31010,Chemical,Phase 3 Clinical,Phase 3 Clinical,C3,C3,Mycobacterium tuberculosis infection,221,true,2012-12-19 00:00:00,Sequella Inc,28087,Phase 2 Clinical,2010-12-06 00:00:00,C2,9,Respiratory disease,711
Cell wall synthesis inhibitor,7052,LOCAL_AND_MAJOR,Infectex,1068619,Russian Federation,RU,SQ-109,31010,Chemical,Phase 3 Clinical,Phase 3 Clinical,C3,C3,Mycobacterium tuberculosis infection,221,true,2012-12-19 00:00:00,Maxwell Biotech Group,1061894,Phase 3 Clinical,2012-12-19 00:00:00,C3,10,Respiratory disease,711
Antiviral,991,LOCAL_AND_MAJOR,Verta Ltd,1004196,Russian Federation,RU,golotimod,25023,Chemical,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2013-11-12 00:00:00,Verta Ltd,1004196,Launched,2008-08-15 00:00:00,L,13,Respiratory disease,711
Prophylactic vaccine,12378,LOCAL_AND_MAJOR,Crucell NV,17254,US,US,AERAS-402,53975,Biological,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,true,2010-09-22 00:00:00,Johnson & Johnson,17332,Phase 1 Clinical,2006-10-25 00:00:00,C1,8,Respiratory disease,711
Recombinant viral vector vaccine,12370,LOCAL_AND_MAJOR,Aeras Global TB Vaccine Foundation,1007376,US,US,AERAS-402,53975,Biological,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,true,2010-09-22 00:00:00,Aeras Global TB Vaccine Foundation,1007376,Phase 1 Clinical,2006-10-25 00:00:00,C1,8,Respiratory disease,711
Recombinant viral vector vaccine,12370,LOCAL_AND_MAJOR,Polymun Scientific Immunobiologische Forschung GmbH,21851,Austria,AT,"tuberculosis vaccine (nasal, influenza virus carrier), Polymun",54201,Biological,Phase 1 Clinical,Phase 1 Clinical,C1,C1,Mycobacterium tuberculosis infection,221,true,2013-06-10 00:00:00,Polymun Scientific Immunobiologische Forschung GmbH,21851,Phase 1 Clinical,2013-06-10 00:00:00,C1,8,Respiratory disease,711
Anticancer,1545,LOCAL_AND_MAJOR,Shenzhen Neptunus Interlong Bio-Technique Co Ltd,1015704,China,CN,"recombinant human interleukin-2 (cancer/AIDS/autoimmune disorders/infections), Shenzhen Neptunus",80864,Biological,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2012-09-10 00:00:00,Shenzhen Neptunus Bioengineering Co Ltd,1031729,Launched,2012-09-10 00:00:00,L,13,Respiratory disease,711
Immunomodulator,1596,LOCAL_AND_MAJOR,Shenzhen Neptunus Interlong Bio-Technique Co Ltd,1015704,China,CN,"recombinant human interleukin-2 (cancer/AIDS/autoimmune disorders/infections), Shenzhen Neptunus",80864,Biological,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2012-09-10 00:00:00,Shenzhen Neptunus Bioengineering Co Ltd,1031729,Launched,2012-09-10 00:00:00,L,13,Respiratory disease,711
Antiviral,991,LOCAL_AND_MAJOR,Shenzhen Neptunus Interlong Bio-Technique Co Ltd,1015704,China,CN,"recombinant human interleukin-2 (cancer/AIDS/autoimmune disorders/infections), Shenzhen Neptunus",80864,Biological,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2012-09-10 00:00:00,Shenzhen Neptunus Bioengineering Co Ltd,1031729,Launched,2012-09-10 00:00:00,L,13,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Cadila Pharmaceuticals Ltd,30025,India,IN,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,Chemical,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2009-10-31 00:00:00,Cadila Pharmaceuticals Ltd,30025,Launched,2009-10-31 00:00:00,L,13,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Mycosynthetix Inc,1060481,US,US,"anti-TB antibiotics (Mycobacterium tuberculosis), Mycosynthetix/Institute for Tuberculosis Research",70759,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2009-02-12 00:00:00,Mycosynthetix Inc,1060481,Discovery,2009-02-12 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,The Global Alliance for TB Drug Development,29411,US,US,"cyclopeptides (oral, tuberculosis), TB Alliance/Sanofi",82710,Biological,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2012-11-30 00:00:00,The Global Alliance for TB Drug Development,29411,Discovery,2012-11-30 00:00:00,DR,6,Respiratory disease,711
Carbapenem,73547,LOCAL_AND_MAJOR,INSERM Transfert,1035636,France,FR,"L,D-transpeptidase inhibitors (Mycobacterium tuberculosis infection), INSERM",78290,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2012-05-24 00:00:00,INSERM,17229,Discovery,2012-05-24 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Institute of Medicinal Biotechnology Chinese Academy of Medical Sciences,1012170,China,CN,"small molecule antibiotic (Mycobacterium tuberculosis infection/Pseudomonas aeruginosa infection), Institute of Medicinal Biotechnology",83764,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2012-11-19 00:00:00,Chinese Academy of Medical Sciences & Peking Union Medical College,1066199,Discovery,2012-11-19 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Institute of Medicinal Biotechnology Chinese Academy of Medical Sciences,1012170,China,CN,"small molecule antibiotic (Mycobacterium tuberculosis infection/Pseudomonas aeruginosa infection), Institute of Medicinal Biotechnology",83764,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2012-11-19 00:00:00,Chinese Academy of Medical Sciences & Peking Union Medical College,1066199,Discovery,2012-11-19 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Sequella Inc,28087,US,US,"Mycobacterium tuberculosis MtrAB system inhibitors, Sequella",78689,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2011-03-01 00:00:00,Sequella Inc,28087,Discovery,2011-03-01 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Sequella Inc,28087,US,US,"Mycobacterium tuberculosis MtrAB system inhibitors, Sequella",78689,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2011-03-01 00:00:00,Sequella Inc,28087,Discovery,2011-03-01 00:00:00,DR,6,Respiratory disease,711
Recombinant bacterial vector vaccine,12369,LOCAL_AND_MAJOR,Finlay Institute,15912,Cuba,CU,"BCG/M smegmatis vector based live recombinant vaccine (tuberculosis infection), Finlay",73188,Biological,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2009-12-31 00:00:00,Finlay Institute,15912,Discovery,2009-12-31 00:00:00,DR,6,Respiratory disease,711
Protein subunit vaccine,12372,LOCAL_AND_MAJOR,Finlay Institute,15912,Cuba,CU,"BCG/M smegmatis vector based live recombinant vaccine (tuberculosis infection), Finlay",73188,Biological,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2009-12-31 00:00:00,Finlay Institute,15912,Discovery,2009-12-31 00:00:00,DR,6,Respiratory disease,711
Prophylactic vaccine,12378,LOCAL_AND_MAJOR,Finlay Institute,15912,Cuba,CU,"BCG/M smegmatis vector based live recombinant vaccine (tuberculosis infection), Finlay",73188,Biological,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2009-12-31 00:00:00,Finlay Institute,15912,Discovery,2009-12-31 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Alberta Glycomics Centre,1071408,Canada,CA,"carbohydrate-based therapeutic agents (tuberculosis/mycobacterial infection), Alberta Glycomics Centre",79199,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2012-07-06 00:00:00,Alberta Glycomics Centre,1071408,Discovery,2012-07-06 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Alberta Glycomics Centre,1071408,Canada,CA,"carbohydrate-based therapeutic agents (tuberculosis/mycobacterial infection), Alberta Glycomics Centre",79199,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2012-07-06 00:00:00,Alberta Glycomics Centre,1071408,Discovery,2012-07-06 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,OTHER,Vivonyx Inc,1071865,World,WO,"V-001, Vivonyx",79997,Chemical,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2012-06-21 00:00:00,Vivonyx Inc,1071865,Launched,2012-06-21 00:00:00,L,13,Respiratory disease,711
Unspecified drug target,59620,OTHER,Vivonyx Inc,1071865,World,WO,"V-001, Vivonyx",79997,Chemical,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,true,2012-06-21 00:00:00,Vivonyx Inc,1071865,Launched,2012-06-21 00:00:00,L,13,Respiratory disease,711
Antiviral,991,OTHER,Harbor Therapeutics Inc,24345,Mexico,MX,HE-2000,19980,Chemical,Discontinued,No Development Reported,NDR,DX,Mycobacterium tuberculosis infection,221,false,2013-01-28 00:00:00,Harbor Therapeutics Inc,24345,Discovery,2002-11-22 00:00:00,DR,6,Respiratory disease,711
Energy metabolism modulator,1732,OTHER,Harbor Therapeutics Inc,24345,Mexico,MX,HE-2000,19980,Chemical,Discontinued,No Development Reported,NDR,DX,Mycobacterium tuberculosis infection,221,false,2013-01-28 00:00:00,Harbor Therapeutics Inc,24345,No Development Reported,2013-01-28 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Abera Bioscience AB,1091260,Sweden,SE,"multivalent vaccine (Bera-V, Mycobacterium tuberculosis infection), Abera Bioscience/Statens Serum/Institut Pasteur",89342,Biological,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2013-12-20 00:00:00,Abera Bioscience AB,1091260,Discovery,2013-12-20 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Anacor Pharmaceuticals Inc,30118,US,US,"anti-tuberculosis therapeutics, Anacor/Infectious Disease Research Institute",89753,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2013-12-31 00:00:00,Anacor Pharmaceuticals Inc,30118,Discovery,2009-05-27 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Vertex Pharmaceuticals Inc,20739,US,US,"anti-tuberculosis therapeutics, Vertex Pharmaceuticals",89966,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2013-06-12 00:00:00,Vertex Pharmaceuticals Inc,20739,Discovery,2013-06-12 00:00:00,DR,6,Respiratory disease,711
DXP reductoisomerase inhibitor,6324,LOCAL_AND_MAJOR,Colorado State University,20562,US,US,"inhibitors of isoprenoid biosynthesis enzymes (tuberculosis infection), The Lilly TB Drug Discovery Initiative/Colorado State University",89970,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2011-08-30 00:00:00,Colorado State University,20562,Discovery,2005-12-31 00:00:00,DR,6,Respiratory disease,711
Mycolic acid synthase inhibitor,6542,LOCAL_AND_MAJOR,BioVersys AG,1052531,Switzerland,CH,"EthR inhibitors (mycobacterium tuberculosis), BioVersys/ University of Lille/ GSK",92193,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,true,2014-05-27 00:00:00,BioVersys AG,1052531,Discovery,2014-05-27 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Qurient Therapeutics,1062405,South Korea,KR,"TB A series (tuberculosis infection), Qurient",77998,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2013-06-28 00:00:00,Qurient Therapeutics,1062405,Discovery,2012-04-17 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Qurient Therapeutics,1062405,South Korea,KR,"TB A series (tuberculosis infection), Qurient",77998,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2013-06-28 00:00:00,Qurient Therapeutics,1062405,No Development Reported,2013-06-28 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Beijing Tuberculosis & Thoracic Tumor Research Institute,1060211,China,CN,TBI-166,57790,Chemical,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2014-12-22 00:00:00,Beijing Tuberculosis & Thoracic Tumor Research Institute,1060211,Discovery,2011-03-28 00:00:00,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Beijing Tuberculosis & Thoracic Tumor Research Institute,1060211,China,CN,TBI-166,57790,Chemical,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2014-12-22 00:00:00,Beijing Tuberculosis & Thoracic Tumor Research Institute,1060211,Discontinued,2013-06-30 00:00:00,DX,3,Respiratory disease,711
Protein kinase C modulator,1457,LOCAL_AND_MAJOR,"Indian Institute of Integrative Medicine, Jammu",1058778,India,IN,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,Chemical,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,false,2009-10-31 00:00:00,Council of Scientific and Industrial Research (India),15561,Discontinued,2009-10-31 00:00:00,DX,3,Respiratory disease,711
RNA polymerase inhibitor,347,LOCAL_AND_MAJOR,"Indian Institute of Integrative Medicine, Jammu",1058778,India,IN,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,Chemical,Launched,Launched,L,L,Mycobacterium tuberculosis infection,221,false,2009-10-31 00:00:00,Council of Scientific and Industrial Research (India),15561,Discontinued,2009-10-31 00:00:00,DX,3,Respiratory disease,711
Bacterial protein synthesis inhibitor,1538,OTHER,Pfizer Inc,18767,South Africa,ZA,sutezolid,11088,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,false,2013-07-17 00:00:00,Pfizer Inc,18767,Phase 2 Clinical,2011-08-11 00:00:00,C2,9,Respiratory disease,711
Antibacterial,1594,OTHER,Pfizer Inc,18767,South Africa,ZA,sutezolid,11088,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,false,2013-07-17 00:00:00,Pfizer Inc,18767,Discontinued,2013-07-17 00:00:00,DX,3,Respiratory disease,711
Ribosome binding agent,463,LOCAL_AND_MAJOR,Pfizer Inc,18767,US,US,sutezolid,11088,Chemical,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,false,2013-07-17 00:00:00,Pfizer Inc,18767,Discontinued,2013-07-17 00:00:00,DX,3,Respiratory disease,711
DNA gyrase inhibitor,431,LOCAL_AND_MAJOR,The Global Alliance for TB Drug Development,29411,US,US,"quinolone analogs (Mycobacterium tuberculosis), KRICT/TB Alliance",57730,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2012-11-30 00:00:00,The Global Alliance for TB Drug Development,29411,Discovery,2003-04-25 00:00:00,DR,6,Respiratory disease,711
Therapeutic vaccine,12379,LOCAL_AND_MAJOR,Genesis Research and Development Corp Ltd,25513,New Zealand,NZ,"MED-1 vaccine (tuberculosis), Genesis",40637,Biological,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2009-04-30 00:00:00,Genesis Research and Development Corp Ltd,25513,Discovery,2002-01-29 00:00:00,DR,6,Respiratory disease,711
DNA gyrase inhibitor,431,LOCAL_AND_MAJOR,Korea Research Institute of Chemical Technology,17684,South Korea,KR,"quinolone analogs (Mycobacterium tuberculosis), KRICT/TB Alliance",57730,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2012-11-30 00:00:00,Korea Research Institute of Chemical Technology,17684,Discovery,2003-04-25 00:00:00,DR,6,Respiratory disease,711
DNA gyrase inhibitor,431,LOCAL_AND_MAJOR,Dong Wha Pharmaceutical Co Ltd,15745,South Korea,KR,DW-286,35974,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2012-04-27 00:00:00,Dong Wha Pharmaceutical Co Ltd,15745,No Development Reported,2006-08-13 00:00:00,NDR,2,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,University of Illinois,20592,US,US,"replicating and nonreplicating Mycobacterium tuberculosis inhibitors (tuberculosis), SRI International/University of Illinois",82340,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2013-07-25 00:00:00,University of Illinois,20592,No Development Reported,2013-07-25 00:00:00,NDR,2,Respiratory disease,711
Arabinosyltransferase inhibitor,6676,LOCAL_AND_MAJOR,Ohio State University,20649,US,US,"tuberculosis therapy, Ohio State University",17342,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2009-12-24 00:00:00,Ohio State University,20649,No Development Reported,2009-12-24 00:00:00,NDR,2,Respiratory disease,711
Prophylactic vaccine,12378,LOCAL_AND_MAJOR,Corixa Corp,15542,US,US,"MTB72F vaccine (tuberculosis), GSK/Aeras",9490,Biological,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,false,2014-08-26 00:00:00,GlaxoSmithKline plc,28355,Discovery,1995-10-01 00:00:00,DR,6,Respiratory disease,711
Subunit vaccine,12371,LOCAL_AND_MAJOR,Corixa Corp,15542,US,US,"MTB72F vaccine (tuberculosis), GSK/Aeras",9490,Biological,Phase 2 Clinical,Phase 2 Clinical,C2,C2,Mycobacterium tuberculosis infection,221,false,2014-08-26 00:00:00,GlaxoSmithKline plc,28355,Phase 1 Clinical,2004-03-08 00:00:00,C1,8,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,The Global Alliance for TB Drug Development,29411,US,US,TBI-166,57790,Chemical,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2014-12-22 00:00:00,The Global Alliance for TB Drug Development,29411,Discovery,2007-01-11 00:00:00,DR,6,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Institute of Materia Medica Chinese Academy of Medical Sciences & Peking Union Medical College,19595,China,CN,TBI-166,57790,Chemical,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2014-12-22 00:00:00,Chinese Academy of Medical Sciences & Peking Union Medical College,1066199,No Development Reported,2014-12-22 00:00:00,NDR,2,Respiratory disease,711
DPR oxidase inhibitor,78977,LOCAL_AND_MAJOR,Scripps Research Institute,21102,US,US,"DprE inhibitors (tuberculosis), TB Alliance/California Institute for Biomedical Research",82660,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,false,2013-06-30 00:00:00,Scripps Research Institute,21102,Discontinued,2013-06-30 00:00:00,DX,3,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Myongji University (MJU),1004393,South Korea,KR,"actinomycetes metabolites (multi-drug resistant tuberculosis infection), Univeristy of Illinois/Institute for Tuberculosis Research/Univeristy of Illinois at Urbana-Champaign",71899,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,false,2014-01-24 00:00:00,Myongji University (MJU),1004393,No Development Reported,2013-09-26 00:00:00,NDR,2,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Myongji University (MJU),1004393,South Korea,KR,"actinomycetes metabolites (multi-drug resistant tuberculosis infection), Univeristy of Illinois/Institute for Tuberculosis Research/Univeristy of Illinois at Urbana-Champaign",71899,Chemical,Discovery,Discovery,DR,DR,Mycobacterium tuberculosis infection,221,false,2014-01-24 00:00:00,Myongji University (MJU),1004393,No Development Reported,2013-09-26 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,SRI International,20234,US,US,"replicating and nonreplicating Mycobacterium tuberculosis inhibitors (tuberculosis), SRI International/University of Illinois",82340,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2013-07-25 00:00:00,SRI International,20234,No Development Reported,2013-07-25 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Epimmune Inc,15573,US,US,Theradigm-tuberculosis,10406,Biological,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2001-12-09 00:00:00,Takeda Pharmaceutical Co Ltd,20300,No Development Reported,2001-12-09 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Epimmune Inc,15573,US,US,Theradigm-tuberculosis,10406,Biological,Discontinued,Discontinued,DX,DX,Mycobacterium tuberculosis infection,221,false,2001-12-09 00:00:00,Takeda Pharmaceutical Co Ltd,20300,Discovery,1995-06-22 14:36:07,DR,6,Respiratory disease,711
Unspecified drug target,59620,LOCAL_AND_MAJOR,Antibiotic Co,24897,Bulgaria,BG,T9,10994,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2002-01-02 00:00:00,Antibiotic Co,24897,No Development Reported,2002-01-02 00:00:00,NDR,2,Respiratory disease,711
Antibacterial,1594,LOCAL_AND_MAJOR,Antibiotic Co,24897,Bulgaria,BG,T9,10994,Chemical,No Development Reported,No Development Reported,NDR,NDR,Mycobacterium tuberculosis infection,221,false,2002-01-02 00:00:00,Antibiotic Co,24897,No Development Reported,2002-01-02 00:00:00,NDR,2,Respiratory disease,711
