Ancestry,DevStatus,DevStatusId,Drug,DrugId,Endpoint,Indication,IndicationId,OriginatorSponsored,Patients,ProtocolTitle,TrialEndDateActual,TrialEndDateCalc,TrialEndDateEstimate,TrialEndDateGiven,TrialId,TrialStartDate,TrialStatus
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic non small cell lung cancer,3665,Y,28,"A Phase I/II, Multicenter, Dose-Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors",2018-10-31 00:00:00,2019-07-31 00:00:00,null,2018-10-31 00:00:00,268769,2015-12-31 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,AIC-284,28450,"Safety,Efficacy,Pharmacokinetics",HIV infection,158,N,40,"A phase I/II safety, tolerability, pharmacokinetics, and efficacy study of an IL-2 antagonist BAY-50-4798, in HIV patients",null,2006-04-10 00:00:00,null,null,9220,2004-02-08 00:00:00,Status not specified
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Leiomyosarcoma,2446,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,AFTVac,55115,"Safety,Efficacy",Glioblastoma,2454,Y,22,"A phase I/IIa, prospective clinical trial to evaluate the safety and efficacy of autologous formalin-fixed tumor vaccine concomitant with fractionated radiotherapy for newly diagnosed glioblastoma multiforme",null,2015-05-07 00:00:00,null,null,80200,2011-05-13 00:00:00,Status not specified
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Stage IV melanoma,3257,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 1 Clinical,C1,TILT-123,92317,"Safety,Efficacy",Solid tumor,725,Y,null,A phase I trial to evaluate TILT-123 in combination with PD-1 or PD-L1 blockade therapy in CPI-refractory solid tumors,null,null,null,null,375764,null,Planned
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Advanced solid tumor,3713,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Metastatic ovary cancer,3866,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Metastatic renal cell carcinoma,4250,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics",Marginal zone B-cell lymphoma,1746,Y,40,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),null,2023-06-03 00:00:00,2021-11-17 00:00:00,2021-11-17 00:00:00,337393,2019-04-03 00:00:00,Recruiting
null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics",Diffuse large B-cell lymphoma,1749,Y,40,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),null,2023-06-03 00:00:00,2021-11-17 00:00:00,2021-11-17 00:00:00,337393,2019-04-03 00:00:00,Recruiting
null,Phase 1 Clinical,C1,CUE-101,105120,"Safety,Efficacy,Pharmacokinetics",Squamous cell carcinoma,307,Y,50,A Phase I Study in Patients With HPV+ Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,null,2023-06-19 00:00:00,2022-11-30 00:00:00,2022-11-30 00:00:00,383734,2019-06-30 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,CUE-101,105120,"Safety,Efficacy,Pharmacokinetics",Metastatic head and neck cancer,3673,Y,50,A Phase I Study in Patients With HPV+ Recurrent/Metastatic Head and Neck Squamous Cell Carcinoma,null,2023-06-19 00:00:00,2022-11-30 00:00:00,2022-11-30 00:00:00,383734,2019-06-30 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,Multikine,7401,"Safety,Efficacy",Head and neck tumor,623,Y,10,"A phase I, safety, tolerability and efficacy study of Multikine in patients with squamous cell head and neck cancer",null,2001-04-22 00:00:00,null,null,41749,1997-04-23 00:00:00,Completed
null,Phase 1 Clinical,C1,AFTVac,55115,"Safety,Efficacy",Glioblastoma,2454,Y,12,"A phase I, pilot study to evaluate safety, feasibility and clinical response of AFTVac in glioblastoma multiforme patients",null,2011-05-26 00:00:00,null,null,37075,2007-06-01 00:00:00,Status not specified
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Stage IV melanoma,3257,Y,283,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2020-06-11 00:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,281291,2016-10-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic non small cell lung cancer,3665,Y,283,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2020-06-11 00:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,281291,2016-10-31 00:00:00,Recruiting
null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,"Safety,Efficacy",Transitional cell carcinoma,1771,Y,75,A Study of a CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 (Pembrolizumab) and of NKTR-214 in Combination With Anti-PD-L1 (Atezolizumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2021-02-03 00:00:00,2020-05-30 00:00:00,2020-05-30 00:00:00,296922,2017-06-09 00:00:00,Recruiting
null,Phase 1 Clinical,C1,"autologous IL2 and CD40 ligand-expressing tumor cells (B-CLL), Baylor College of Medicine",45937,"Safety,Efficacy",Acute myelogenous leukemia,1731,Y,10,Treating High Risk Leukemia With CD40 Ligand and IL-2 Gene Modified Tumor Vaccine,2010-06-30 00:00:00,2003-06-30 00:00:00,null,2010-06-30 00:00:00,184129,1999-06-30 00:00:00,Completed
null,Phase 1 Clinical,C1,NHS-IL2-LT,57922,"Safety,Efficacy,Pharmacokinetics",Advanced solid tumor,3713,N,48,"EMD-521873 in Advanced Solid Tumors, MTD Finding",2012-01-31 00:00:00,2010-08-31 00:00:00,null,2012-01-31 00:00:00,62646,2006-12-31 00:00:00,Completed
null,Phase 1 Clinical,C1,"autologous IL2 and CD40 ligand-expressing tumor cells (B-CLL), Baylor College of Medicine",45937,"Safety,Efficacy",Chronic lymphocytic leukemia,1734,Y,2,Treatment of B-CLL With Autologous IL2 and CD40 Ligand-Expressing Tumor Cells + Lenalidomide,2015-04-30 00:00:00,2017-09-28 00:00:00,null,2015-04-30 00:00:00,87716,2013-02-28 00:00:00,Terminated
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic pancreas cancer,3669,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Transitional cell carcinoma,1771,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Head and neck tumor,623,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 2 Clinical,C2,Multikine,7401,"Safety,Efficacy",Squamous cell carcinoma,307,Y,39,"A phase II, multi-center, clinico-pathological efficacy study of neo-adjuvant Multikine immunotherapy, in patients with oral squamous cell carcinoma (OSCC)",null,2002-12-02 00:00:00,null,null,41890,1998-12-03 00:00:00,Status not specified
null,Phase 2 Clinical,C2,bempegaldesleukin,77588,"Safety,Efficacy",Liposarcoma,2447,N,100,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,null,2021-08-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,312527,2017-09-12 00:00:00,Recruiting
null,Phase 1b Clinical,C1B,tucotuzumab celmoleukin,21065,"Safety,Efficacy,Pharmacokinetics",Non-small-cell lung cancer,1262,N,27,"EMD-273066 in Patients With Recurrent EpCAM Positive Ovarian, Prostate, Colorectal or Non-Small Cell Lung Cancers When First Given Cyclophosphamide",2009-04-30 00:00:00,2008-10-29 00:00:00,null,2009-04-30 00:00:00,28529,2005-05-31 00:00:00,Completed
null,Phase 1b Clinical,C1B,tucotuzumab celmoleukin,21065,"Safety,Efficacy,Pharmacokinetics",Ovary tumor,799,N,27,"EMD-273066 in Patients With Recurrent EpCAM Positive Ovarian, Prostate, Colorectal or Non-Small Cell Lung Cancers When First Given Cyclophosphamide",2009-04-30 00:00:00,2008-10-29 00:00:00,null,2009-04-30 00:00:00,28529,2005-05-31 00:00:00,Completed
null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics",Metastasis,1069,Y,40,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),null,2023-06-03 00:00:00,2021-11-17 00:00:00,2021-11-17 00:00:00,337393,2019-04-03 00:00:00,Recruiting
null,Phase not specified,NS,Multikine,7401,Efficacy,Breast tumor,49,Y,20,A clinical efficacy study of Multikine in patients with breast cancer,null,2004-03-23 00:00:00,null,null,41707,2000-05-23 00:00:00,Not yet recruiting
null,Phase 2 Clinical,C2,Multikine,7401,"Safety,Efficacy",Head and neck tumor,623,Y,28,"A phase II, safety and efficacy study of Multikine in patients with head and neck cancer",null,2000-01-31 00:00:00,null,null,41758,1996-02-27 00:00:00,No longer recruiting
null,Phase 2a Clinical,C2A,NHS-IL2-LT,57922,"Safety,Efficacy",Stage IV melanoma,3257,N,12,MSB-0010445 and Stereotactic Body Radiation Therapy in Advanced Melanoma,null,2017-12-31 00:00:00,null,null,159844,2014-01-31 00:00:00,Terminated
null,Phase 1/Phase 2 Clinical,C12,AIC-284,28450,"Safety,Efficacy,Pharmacokinetics",HIV infection,158,N,82,Safety and Efficacy of BAY-50-4798 in Patients With HIV Infection,2005-03-01 00:00:00,2005-03-02 00:00:00,2005-03-31 00:00:00,2005-03-01 00:00:00,13695,2002-12-31 00:00:00,Completed
null,Phase 1b Clinical,C1B,NHS-IL2-LT,57922,"Safety,Efficacy,Pharmacokinetics",Metastatic non small cell lung cancer,3665,N,13,EMD-521873 Plus Radiotherapy in Non-Small-Cell Lung Cancer (NSCLC),2012-09-30 00:00:00,2012-09-30 00:00:00,null,2012-09-30 00:00:00,51498,2009-04-30 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Advanced solid tumor,3713,Y,283,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2020-06-11 00:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,281291,2016-10-31 00:00:00,Recruiting
null,Phase 1 Clinical,C1,NHS-IL2-LT,57922,"Safety,Efficacy,Pharmacokinetics",Non-Hodgkin lymphoma,319,N,48,"EMD-521873 in Advanced Solid Tumors, MTD Finding",2012-01-31 00:00:00,2010-08-31 00:00:00,null,2012-01-31 00:00:00,62646,2006-12-31 00:00:00,Completed
null,Phase 1 Clinical,C1,Multikine,7401,"Safety,Efficacy",Condyloma,1232,Y,8,Study of Leukocyte Interleukin Injection for Treatment of Perianal Warts,2018-09-30 00:00:00,2016-09-27 00:00:00,null,2018-09-30 00:00:00,286956,2015-04-30 00:00:00,Terminated
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Sarcoma,194,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Uterus tumor,740,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 2 Clinical,C2,bempegaldesleukin,77588,"Safety,Efficacy",Osteosarcoma,1772,N,100,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,null,2021-08-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,312527,2017-09-12 00:00:00,Recruiting
null,Phase 3 Clinical,C3,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics",Stage IV melanoma,3257,N,764,A Study of NKTR-214 Combined With Nivolumab versus Nivolumab Alone in Participants With Previously Untreated Inoperable or Metastatic Melanoma,null,2022-09-10 00:00:00,2025-03-15 00:00:00,2025-03-15 00:00:00,350572,2018-09-14 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Transitional cell carcinoma,1771,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Sarcoma,194,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Metastatic colorectal cancer,3658,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase not specified,NS,Multikine,7401,"Safety,Efficacy",Hormone refractory prostate cancer,3246,Y,5,"A clinical safety, feasibility and efficacy study of Multikine in patients with prostate cancer",null,2000-03-06 00:00:00,null,null,41716,1996-05-28 00:00:00,Completed
null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,"Safety,Efficacy",Metastatic bladder cancer,3466,Y,75,A Study of a CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 (Pembrolizumab) and of NKTR-214 in Combination With Anti-PD-L1 (Atezolizumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2021-02-03 00:00:00,2020-05-30 00:00:00,2020-05-30 00:00:00,296922,2017-06-09 00:00:00,Recruiting
null,Phase 1 Clinical,C1,Multikine,7401,"Safety,Efficacy",Condyloma,1232,N,4,Safety Study of Multikine in the Treatment of Perianal Warts,2016-01-31 00:00:00,2015-09-28 00:00:00,null,2016-01-31 00:00:00,182223,2014-04-30 00:00:00,Terminated
null,Phase 2 Clinical,C2,bempegaldesleukin,77588,"Safety,Efficacy",Squamous cell carcinoma,307,Y,10,A pilot study to evaluate the effects of VB10.NEO in combination with NKTR-214 in patients with squamous cell carcinoma of the head and neck,null,2023-12-30 00:00:00,null,null,354207,2019-12-31 00:00:00,Planned
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic renal cell carcinoma,4250,Y,283,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2020-06-11 00:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,281291,2016-10-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Transitional cell carcinoma,1771,Y,283,A Dose-Escalation and Cohort Expansion Study of CD122-Biased Cytokine (NKTR-214) in Combination With Anti-PD-1 Antibody (Nivolumab) in Patients With Select Advanced or Metastatic Solid Tumors,null,2020-06-11 00:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,281291,2016-10-31 00:00:00,Recruiting
null,Phase 1 Clinical,C1,AIC-284,28450,"Safety,Efficacy",Renal cell carcinoma,1766,N,30,A phase I clinical trial to evaluate the safety and efficacy of BAY-50-4798 in the treatment of patients with advanced renal cell carcinoma or melanoma,null,null,null,null,286299,null,Status not specified
null,Phase 1 Clinical,C1,AIC-284,28450,"Safety,Efficacy",Stage IV melanoma,3257,N,30,A phase I clinical trial to evaluate the safety and efficacy of BAY-50-4798 in the treatment of patients with advanced renal cell carcinoma or melanoma,null,null,null,null,286299,null,Status not specified
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,Efficacy,Hormone refractory prostate cancer,3246,N,null,"A phase Ib/II clinical trial to evaluate the anti-cancer activity of the combined agents, avelumab, talazoparib and NKTR-214 and separately avelumab, enzalutamide and NKTR-214 in multiple cancer settings, including metastatic castration-resistant prostate cancer (mCRPC) and squamous cell carcinoma of the head and neck (SCCHN)",null,null,null,null,359129,null,Planned
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Stage IV melanoma,3257,Y,28,"A Phase I/II, Multicenter, Dose-Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors",2018-10-31 00:00:00,2019-07-31 00:00:00,null,2018-10-31 00:00:00,268769,2015-12-31 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic colorectal cancer,3658,Y,28,"A Phase I/II, Multicenter, Dose-Escalation and Expansion Study Of NKTR-214 In Subjects With Locally Advanced Or Metastatic Solid Tumors",2018-10-31 00:00:00,2019-07-31 00:00:00,null,2018-10-31 00:00:00,268769,2015-12-31 00:00:00,Completed
null,Phase 3 Clinical,C3,bempegaldesleukin,77588,"Safety,Efficacy",Metastatic renal cell carcinoma,4250,Y,null,A phase III clinical study to assess the effect of bempegaldesleukin in combination with nivolumab compared to tyrosine kinase inhibitor (TKI) monotherapy in patients with advanced metastatic renal cell carcinoma,null,2022-11-08 12:00:00,null,null,372111,2018-12-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic lung cancer,3668,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,"ALT-801 (bolus injection, cancer), Altor",57607,"Safety,Efficacy",Bladder cancer,2380,Y,52,A Study of ALT-801 in Patients With Bacillus Calmette-Guerin (BCG) Failure Non-Muscle Invasive Bladder Cancer,null,2016-02-20 00:00:00,2018-03-31 00:00:00,2018-03-31 00:00:00,88603,2012-04-30 00:00:00,No longer recruiting
null,Phase 1/Phase 2 Clinical,C12,"ALT-801 (bolus injection, cancer), Altor",57607,"Safety,Efficacy,Pharmacokinetics",Stage IV melanoma,3257,Y,22,Study of ALT-801 With Cisplatin in Patients With Metastatic Melanoma,2013-09-30 00:00:00,2014-01-28 00:00:00,null,2013-09-30 00:00:00,62586,2010-02-28 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,ALKS-4230,86441,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Metastatic renal cell carcinoma,4250,Y,36,A Study of the Effects of ALKS-4230 on Subjects With Solid Tumors,null,2020-03-25 00:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,263216,2016-07-31 00:00:00,Recruiting
null,Phase 3 Clinical,C3,bempegaldesleukin,77588,"Safety,Efficacy",Stage IV melanoma,3257,Y,null,A phase III registrational trial of NKTR-214 in first-line advanced melanoma patients,null,2022-08-30 00:00:00,null,null,349635,2018-09-30 00:00:00,Planned
null,Phase 2 Clinical,C2,bempegaldesleukin,77588,"Safety,Efficacy",Angiosarcoma,2443,N,100,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,null,2021-08-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,312527,2017-09-12 00:00:00,Recruiting
null,Phase 2 Clinical,C2,bempegaldesleukin,77588,"Safety,Efficacy",Chondrosarcoma,2444,N,100,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,null,2021-08-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,312527,2017-09-12 00:00:00,Recruiting
null,Phase 2 Clinical,C2,bempegaldesleukin,77588,"Safety,Efficacy",Sarcoma,194,N,100,A Study of NKTR-214 in Combination With Nivolumab in Patients With Metastatic and/or Locally Advanced Sarcoma,null,2021-08-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,312527,2017-09-12 00:00:00,Recruiting
null,Phase 1b Clinical,C1B,tucotuzumab celmoleukin,21065,"Safety,Efficacy,Pharmacokinetics",Prostate tumor,276,N,27,"EMD-273066 in Patients With Recurrent EpCAM Positive Ovarian, Prostate, Colorectal or Non-Small Cell Lung Cancers When First Given Cyclophosphamide",2009-04-30 00:00:00,2008-10-29 00:00:00,null,2009-04-30 00:00:00,28529,2005-05-31 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,bempegaldesleukin,77588,"Safety,Efficacy",Stage IV melanoma,3257,Y,13,A Study of NKTR-262 in Combination With NKTR-214 and With NKTR-214 Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies,null,2021-11-13 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,329566,2018-03-15 00:00:00,Recruiting
null,Phase 1b Clinical,C1B,bempegaldesleukin,77588,"Safety,Efficacy,Pharmacokinetics",Follicle center lymphoma,1745,Y,40,A Study of TAK-659 in Combination With NKTR-214 in Participants With Advanced Non-Hodgkin Lymphoma (NHL),null,2023-06-03 00:00:00,2021-11-17 00:00:00,2021-11-17 00:00:00,337393,2019-04-03 00:00:00,Recruiting
