ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1+,null,Biliary cancer,null,Phase 2 Clinical,C2,celecoxib,12135,36,celecoxib; cyclophosphamide; tegafur; uracil,36,COMET-GI,"Metronomic Chemotherapy With Uracil/Tegafur (UFT), Cyclophosphamide (CTX) and Celecoxib in Pretreated Patients With Advanced Gastrointestinal Malignancies: A Pilot Clinical Study With Pharmacokinetic And Pharmacodynamic Evaluations",ASL607LIOM01 COMET-GI; COMET-GI; EudraCT 2007-000065-38,Azienda USL 6 Livorno,141837,"FEBRUARY , 28, 2007",Recruiting
1+,null,Hepatocellular carcinoma,null,Phase 2 Clinical,C2,celecoxib,12135,36,celecoxib; cyclophosphamide; tegafur; uracil,36,COMET-GI,"Metronomic Chemotherapy With Uracil/Tegafur (UFT), Cyclophosphamide (CTX) and Celecoxib in Pretreated Patients With Advanced Gastrointestinal Malignancies: A Pilot Clinical Study With Pharmacokinetic And Pharmacodynamic Evaluations",ASL607LIOM01 COMET-GI; COMET-GI; EudraCT 2007-000065-38,Azienda USL 6 Livorno,141837,"FEBRUARY , 28, 2007",Recruiting
1+,null,Metastatic colorectal cancer,null,Phase 2 Clinical,C2,celecoxib,12135,36,celecoxib; cyclophosphamide; tegafur; uracil,36,COMET-GI,"Metronomic Chemotherapy With Uracil/Tegafur (UFT), Cyclophosphamide (CTX) and Celecoxib in Pretreated Patients With Advanced Gastrointestinal Malignancies: A Pilot Clinical Study With Pharmacokinetic And Pharmacodynamic Evaluations",ASL607LIOM01 COMET-GI; COMET-GI; EudraCT 2007-000065-38,Azienda USL 6 Livorno,141837,"FEBRUARY , 28, 2007",Recruiting
1+,null,Metastatic pancreas cancer,null,Phase 2 Clinical,C2,celecoxib,12135,36,celecoxib; cyclophosphamide; tegafur; uracil,36,COMET-GI,"Metronomic Chemotherapy With Uracil/Tegafur (UFT), Cyclophosphamide (CTX) and Celecoxib in Pretreated Patients With Advanced Gastrointestinal Malignancies: A Pilot Clinical Study With Pharmacokinetic And Pharmacodynamic Evaluations",ASL607LIOM01 COMET-GI; COMET-GI; EudraCT 2007-000065-38,Azienda USL 6 Livorno,141837,"FEBRUARY , 28, 2007",Recruiting
1,null,Pain,null,Phase 2 Clinical,C2,celecoxib,12135,80,celecoxib,80,null,Effect of Celecoxib on Post-Operative Pain,83-1241; IRCT201010284947N2,Zahedan University of Medical Sciences,132714,"APRIL    , 21, 2010",No longer recruiting
1,null,Metastatic breast cancer,null,Phase 2 Clinical,C2,celecoxib,12135,39,celecoxib,39,null,Celecoxib in Treating Women With Metastatic or Recurrent Breast Cancer,CALGB-40105; CDR0000256905; NCT00045591; U10CA031946,Cancer and Leukemia Group B,30004,"FEBRUARY , 28, 2003",Terminated
2,null,Migraine,Celebrex,Phase 1 Clinical,C1,celecoxib,12135,24,DFN-15,24,null,Study on the Pharmacokinetics (PK) of DFN-15 versus Comparator and Food-effect on DFN-15 PK in Healthy Adult Subjects,DFN-15-CD-008; NCT03282838,Dr Reddy's Laboratories Ltd,312694,"JUNE     , 09, 2017",Completed
1,Prostaglandin G/H synthase 2,Colorectal tumor,null,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,20,Cefesone; celecoxib,20,null,"A Phase I/II Study of Preoperative Chemoradiotherapy With S-1, Celecoxib and Radiation for Locally Advanced Rectal Cancer",JPRN-UMIN000012818,Chiba University,167552,"OCTOBER  , 29, 2013",Completed
1+,Alanine transaminase; Bone mineral density; C-reactive protein; Erythrocyte sedimentation rate; Matrix metalloproteinase 3/Tissue inhibitor of metalloproteinase 2 ratio; RANKL/OPG; Rheumatoid factor; Urea nitrogen,Rheumatoid arthritis,calcitriol; celecoxib; leflunomide; methotrexate,Phase 4 Clinical,C4,celecoxib,12135,240,BiQi capsule; celecoxib; methotrexate,240,null,Clinical Study of the Bone Protection Effect of Biqi Capsule for Treatment of Rheumatoid Arthritis,ChiCTR-IPR-16009029,Guangdong Provincial Hospital of Chinese Medicine,268327,"OCTOBER  , 01, 2016",Not yet recruiting
1+,null,Anesthesia,acetaminophen; celecoxib; dexamethasone; fentanyl; gabapentin; ketamine; mepivacaine; midazolam; pregabalin; propofol,Phase 4 Clinical,C4,celecoxib,12135,72,acetaminophen; celecoxib; dexamethasone; fentanyl; gabapentin; ketamine; mepivacaine; midazolam; pregabalin; propofol; ropivacaine,72,null,IPACK Nerve Block for Total Knee Arthroplasty,2016.307.C; NCT03921034,Ochsner Health System,377397,"NOVEMBER , 17, 2016",Completed
1+,null,Pain,acetaminophen; celecoxib; dexamethasone; fentanyl; gabapentin; ketamine; mepivacaine; midazolam; pregabalin; propofol,Phase 4 Clinical,C4,celecoxib,12135,72,acetaminophen; celecoxib; dexamethasone; fentanyl; gabapentin; ketamine; mepivacaine; midazolam; pregabalin; propofol; ropivacaine,72,null,IPACK Nerve Block for Total Knee Arthroplasty,2016.307.C; NCT03921034,Ochsner Health System,377397,"NOVEMBER , 17, 2016",Completed
2,F wave,Degenerative disc disease,celecoxib,Phase 2/Phase 3 Clinical,C23,celecoxib,12135,90,acupuncture,90,null,Comparing the effect of acupuncture and medical treatment on subjective symptoms and neuromuscular electrophysiologic changes in patients with cervical disk herniation,IR.MUMS.REC.1392.21; IRCT2015070311912N4,Mashhad University of Medical Sciences,246427,"AUGUST   , 23, 2013",No longer recruiting
1,null,Dermatitis,null,Phase 2/Phase 3 Clinical,C23,celecoxib,12135,60,celecoxib,60,null,The evaluation of celecoxib against skin toxicity caused by radiotherapy in patients with breast cancer,1276; IRCT2014100619423N1,Mazandaran University of Medical Sciences,220567,"APRIL    , 09, 2015",No longer recruiting
2,Blood pressure; Cerebral blood flow,Hypertension,null,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,12,Celecoxib; indomethacin,12,null,Effect of Selective and Nonselective Cyclooxygenase Enzyme Inhibition on Arterial Blood Pressure and Cerebral Blood Flow With Exposure to Intermittent Hypoxia in Humans,NCT01280006; UC-MMHAP-COX-IH-2010001,University of Calgary,190274,"JANUARY  , 31, 2011",Completed
2,Blood pressure; Cerebral blood flow,Obstructive sleep apnea,null,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,12,Celecoxib; indomethacin,12,null,Effect of Selective and Nonselective Cyclooxygenase Enzyme Inhibition on Arterial Blood Pressure and Cerebral Blood Flow With Exposure to Intermittent Hypoxia in Humans,NCT01280006; UC-MMHAP-COX-IH-2010001,University of Calgary,190274,"JANUARY  , 31, 2011",Completed
2,Blood pressure; Cerebral blood flow,Cardiovascular disease,null,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,12,Celecoxib; indomethacin,12,null,Effect of Selective and Nonselective Cyclooxygenase Enzyme Inhibition on Arterial Blood Pressure and Cerebral Blood Flow With Exposure to Intermittent Hypoxia in Humans,NCT01280006; UC-MMHAP-COX-IH-2010001,University of Calgary,190274,"JANUARY  , 31, 2011",Completed
2,Blood pressure; Cerebral blood flow,Stroke,null,Phase 1/Phase 2 Clinical,C12,celecoxib,12135,12,Celecoxib; indomethacin,12,null,Effect of Selective and Nonselective Cyclooxygenase Enzyme Inhibition on Arterial Blood Pressure and Cerebral Blood Flow With Exposure to Intermittent Hypoxia in Humans,NCT01280006; UC-MMHAP-COX-IH-2010001,University of Calgary,190274,"JANUARY  , 31, 2011",Completed
5,Joint swelling; Knee circumference,Osteoarthritis,Celebrex,Phase Not Applicable,PNA,celecoxib,12135,360,acupuncture; electro-acupuncture; moxibustion treatment; warm-needling treatment,360,null,Different Kinds of Acupuncture Treatment for Knee Osteoarthritis,2018ZY008-KOA; NCT03563690,Zhejiang Chinese Medical University,343589,"JUNE     , 24, 2018",Recruiting
1+,HER2,Metastatic breast cancer,null,Phase 2 Clinical,C2,celecoxib,12135,22,capecitabine; celecoxib; cyclophosphamide; methotrexate; pamidronate; zoledronate,22,null,Low-Dose/Metronomic (LDM) Chemotherapy for Metastatic Breast Cancer,0078-09-EMC; NCT01067989,HaEmek Medical Center,64151,"MARCH    , 31, 2010",Terminated
2,null,Schizophrenia,null,Phase 4 Clinical,C4,celecoxib,12135,50,celecoxib; haloperidol; haloperidol,50,null,"Celecoxib Add-on Therapy Compared to Haloperidol Alone in Schizophrenia: A Double-Blind, Randomized, Placebo-Controlled Clinical Trial",108-82; IRCT138809201457N6,Mazandaran University of Medical Sciences,137060,"MARCH    , 10, 2004",No longer recruiting
1+,Heart rate; Systolic blood pressure,Pain,Celebrex; acetaminophen; bupivacaine; dexamethasone; fentanyl; gabapentin; hydromorphone; ibuprofen; ketamine; midazolam; ondansetron; oxycodone; propofol,Phase 4 Clinical,C4,celecoxib,12135,40,Celebrex; acetaminophen; dexamethasone; fentanyl; gabapentin; hydromorphone; ibuprofen; ketamine; liposomal bupivacaine; midazolam; ondansetron; oxycodone; propofol,40,null,Liposome Bupivacaine in Interscalene Block for Rotator Cuff Repair,NCT03587584; STUDY00003350,University of Minnesota - Clinical and Translational Science Institute,346436,"JULY     , 16, 2018",Recruiting
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Esophagus tumor,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Mesothelioma,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Small-cell lung cancer,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Non-small-cell lung cancer,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Sarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Thymus neoplasm,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
1+,CD25+; CD4+; Fox P3+; Regulatory T-Lymphocytes; T-Helper Lymphocytes,Thymoma,null,Phase 1 Clinical,C1,celecoxib,12135,10,K562/GM-CSF; celecoxib; cyclophosphamide,10,null,"Pilot Study of Allogeneic Tumor Cell Vaccine With Metronomic Oral Cyclophosphamide and Celecoxib in Patients Undergoing Resection of Lung and Esophageal Cancers, Thymic Neoplasms, and Malignant Pleural Mesotheliomas",10-C-0138; 100138; NCT01143545,National Cancer Institute,67283,"MAY      , 31, 2010",Completed
2+,Thrombospondins,Sarcoma,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
2+,Thrombospondins,Leukemia,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
2+,Thrombospondins,Lymphoma,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
2+,Thrombospondins,Neuroblastoma,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
2+,Thrombospondins,Solid tumor,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
2+,Thrombospondins,Central nervous system tumor,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
2+,Thrombospondins,Brain tumor,null,Phase 2 Clinical,C2,celecoxib,12135,101,"celecoxib; celecoxib + cyclophosphamide + thalidomide, Celgene + fenofibrate + etoposide phosphate; cyclophosphamide; etoposide phosphate; fenofibrate; thalidomide, Celgene",97,null,"Etoposide, Cyclophosphamide, Thalidomide, Celecoxib and Fenofibrate in Treating Young Patients With Relapsed or Progressive Cancer",CDR0000487628; DFCI-04343; NCT00165321; NCT00357500,Dana-Farber Cancer Institute Inc,25703,"JANUARY  , 31, 2005",Completed
3,11-dehydro-TXB2; PGE2; TXB2,Osteoarthritis,null,Phase 4 Clinical,C4,celecoxib,12135,24,aspirin; celecoxib; ibuprofen,27,null,"Celecoxib, Ibuprofen and the Antiplatelet Effect of Aspirin",635-IFL-0508-017; N49-98-71-900; NCT00565500,Universita Degli Studi G D`Annunzio Chieti,21134,"APRIL    , 30, 2003",Completed
3,11-dehydro-TXB2; PGE2; TXB2,Ischemic heart disease,null,Phase 4 Clinical,C4,celecoxib,12135,24,aspirin; celecoxib; ibuprofen,27,null,"Celecoxib, Ibuprofen and the Antiplatelet Effect of Aspirin",635-IFL-0508-017; N49-98-71-900; NCT00565500,Universita Degli Studi G D`Annunzio Chieti,21134,"APRIL    , 30, 2003",Completed
2,null,Lower back pain,null,Phase 2 Clinical,C2,celecoxib,12135,70,celecoxib; transcranial direct current stimulation,70,null,Effect of transcranial direct current stimulation on low back pain,IR.AJAUMS.REC.1394.28; IRCT2015113025314N1,AJA University of Medical Sciences,303478,"MARCH    , 05, 2016",No longer recruiting
1+,Estrogen receptor,Breast tumor,null,Phase 3 Clinical,C3,celecoxib,12135,266,celecoxib; exemestane; letrozole,266,NEO-EXCEL,Neoadjuvant Trial of Pre-Operative Exemestane or Letrozole +/- Celecoxib in the Treatment of Estrogen Receptor-Positive Early Breast Cancer,2006-000436-27; BR3031; ISRCTN09768535; MREC N: 06/MRE07/31; NEO-EXCEL; UKCRN ID: 1729,University Hospital Birmingham NHS Foundation Trust,120851,"AUGUST   , 01, 2007",No longer recruiting
3+,null,Pain,Tora-Dol,Phase 2 Clinical,C2,celecoxib,12135,170,Celebrex; Dilaudid; Lortab; Tylenol,138,POP,Toradol versus Celecoxib for Post-operative Pain,12-02041-FB; NCT03331315; POP,University of Tennessee Health Science Center (US),318223,"SEPTEMBER, 01, 2013",Completed
1,CRP,Rheumatoid arthritis,null,Phase 2 Clinical,C2,celecoxib,12135,330,celecoxib,330,null,"A phase II, double-blind, randomized, placebo-controlled, multicenter, parallel-group, comparative clinical trial to evaluate the safety and efficacy of celecoxib for the treatment of patients with Rheumatoid arthritis (RA)",A3191288; N49-96-02-012,Pfizer Inc,78986,"FEBRUARY , 01, 1996",Status not specified
7,Hip motion,Pain,acetaminophen,Phase 4 Clinical,C4,celecoxib,12135,60,Ofirmev,60,null,Intravenous Versus Oral Acetaminophen in Primary Total Hip Arthroplasty,NCT02839876; PRO00072610,Duke University,266165,"MARCH    , 14, 2017",Recruiting
1+,Blood pressure; Heart rate; Serum sCD40L,Pain,null,Phase 3 Clinical,C3,celecoxib,12135,100,Diprivan; atracurium; atropine; celecoxib; dexmedetomidine; dologesic; ephedrine; fentanyl; hydralazine; isoflurane; labetalol; morphine sulphate; neostigmine; pethidine; phenylephrine,100,null,Multimodal Analgesic Using Morphine and COX-2 With or Without Dexmedetomidine for Colorectal Surgery,200907176018; HKUCTR-68; NCT01353456; UW 06-009 T/1034,The University of Hong Kong,77370,"MAY      , 31, 2008",Completed
2+,CYP2C9,Neuroendocrine tumor,null,Phase 1 Clinical,C1,celecoxib,12135,21,capecitabine; celecoxib,14,null,Capecitabine and Celecoxib in Patients With Solid Cancers That Have Been Previously Treated With Standard Therapies,12-1318; NCI-2012-01704; NCT01705106,University of Chicago,94686,"AUGUST   , 29, 2012",Terminated
2+,CYP2C9,Thymus neoplasm,null,Phase 1 Clinical,C1,celecoxib,12135,21,capecitabine; celecoxib,14,null,Capecitabine and Celecoxib in Patients With Solid Cancers That Have Been Previously Treated With Standard Therapies,12-1318; NCI-2012-01704; NCT01705106,University of Chicago,94686,"AUGUST   , 29, 2012",Terminated
2+,CYP2C9,Thymoma,null,Phase 1 Clinical,C1,celecoxib,12135,21,capecitabine; celecoxib,14,null,Capecitabine and Celecoxib in Patients With Solid Cancers That Have Been Previously Treated With Standard Therapies,12-1318; NCI-2012-01704; NCT01705106,University of Chicago,94686,"AUGUST   , 29, 2012",Terminated
2+,CYP2C9,Advanced solid tumor,null,Phase 1 Clinical,C1,celecoxib,12135,21,capecitabine; celecoxib,14,null,Capecitabine and Celecoxib in Patients With Solid Cancers That Have Been Previously Treated With Standard Therapies,12-1318; NCI-2012-01704; NCT01705106,University of Chicago,94686,"AUGUST   , 29, 2012",Terminated
1,null,Pain,null,Phase 2 Clinical,C2,celecoxib,12135,78,Celebrex,34,null,Effectiveness of Celecoxib After Surgical Sperm Retrieval,1010011319; NCT01323595,Weill Medical College of Cornell University,75804,"JANUARY  , 31, 2011",Terminated
1,Cyclo-oxygenase-2; MMP; PEG2; PGE-M; Proangiogenic parameters; VEGF; microvessel density,Non-small-cell lung cancer,null,Phase 2 Clinical,C2,celecoxib,12135,22,celecoxib,22,null,"Celecoxib in Treating Patients With Stage I, Stage II, or Stage IIIA Non-Small-Cell Lung Cancer",CDR0000584732; NCT00653250; P30CA068485; P50CA090949; VICC THO0055; VU-VICC-000724; VU-VICC-THO-0055,Vanderbilt-Ingram Cancer Center,44030,"DECEMBER , 31, 2000",Completed
2,null,Osteoarthritis,null,Phase 4 Clinical,C4,celecoxib,12135,524,acetaminophen; celecoxib,524,null,"A phase IV, double-blind, randomized, three arm, two-period, crossover study to compare celecoxib, acetaminophen, and placebo for the treatment of patients with osteoarthritis of the hip or knee",635-IFL-0508-010,Pfizer Inc,80127,"OCTOBER  , 19, 2001",Status not specified
1,null,Nicotine dependence,null,Phase 3 Clinical,C3,celecoxib,12135,219,celecoxib,219,null,Celecoxib as a Chemopreventive Agent in Current and Former Smokers,ID00-230; NCT00981201,MD Anderson Cancer Center,60530,"NOVEMBER , 30, 2001",Completed
2+,null,Sarcoma,null,Phase 1 Clinical,C1,celecoxib,12135,41,Epigenetically modified autologous tumor cells; Iscomatrix; Thoracic metastasectomy; celecoxib; cyclophosphamide,41,null,Tumor Cell Vaccines and Iscomatrix With Chemotherapy After Tumor Removal,11-C-0148; 110148; NCT01341496,National Cancer Institute,187809,"APRIL    , 18, 2011",Terminated
2+,null,Melanoma,null,Phase 1 Clinical,C1,celecoxib,12135,41,Epigenetically modified autologous tumor cells; Iscomatrix; Thoracic metastasectomy; celecoxib; cyclophosphamide,41,null,Tumor Cell Vaccines and Iscomatrix With Chemotherapy After Tumor Removal,11-C-0148; 110148; NCT01341496,National Cancer Institute,187809,"APRIL    , 18, 2011",Terminated
2+,null,Metastatic lung cancer,null,Phase 1 Clinical,C1,celecoxib,12135,41,Epigenetically modified autologous tumor cells; Iscomatrix; Thoracic metastasectomy; celecoxib; cyclophosphamide,41,null,Tumor Cell Vaccines and Iscomatrix With Chemotherapy After Tumor Removal,11-C-0148; 110148; NCT01341496,National Cancer Institute,187809,"APRIL    , 18, 2011",Terminated
1,CRP; IL-1; IL-17; IL-1Ra; IL-6; Kynurenine; MIF; PGE-2; RNA monocyte; TGF-beta; TNF-R1; TNF-R2; TNF-a; Tryptophan,Depression,null,Phase 2 Clinical,C2,celecoxib,12135,51,celecoxib; sertraline,51,CITICOX,Cytokines and Inflammatory Marker during Therapy in Major Depression with Celecoxib (CITICOX),AFX02; AT::AFX02; CITICOX; DE::AFX02; EudraCT 2009-011990-34,Ludwig-Maximilians University of Munich,141426,"JANUARY  , 25, 2011",Completed
2,null,Pain,null,Phase 4 Clinical,C4,celecoxib,12135,200,"Celebrex; tramadol (Tramaw, Global Napi, Giza,Egypt)",200,null,Oral Tramadol Versus Oral Celecoxib for Post-perineal Repair Analgesia,NCT03694873,Cairo University,355353,"OCTOBER  , 10, 2018",Not yet recruiting
1,null,Pain,null,Phase 4 Clinical,C4,celecoxib,12135,null,celebrex,null,null,Effect of Celecoxib on Transitional Pain After Outpatient Surgery,10457; NCT00664690; R-04-309,Lawson Health Research Institute,12724,null,Terminated
1+,null,Metastatic colorectal cancer,null,Phase 2 Clinical,C2,celecoxib,12135,15,capecitabine; celecoxib; irinotecan,15,null,Combination Chemotherapy Treatments in Patients With Metastatic Colorectal Cancer,C-2424; NCT00230399; UMCC 3-24,University of Michigan Cancer Center,44347,"JUNE     , 30, 2003",Completed
2,null,Spinal stenosis,Celebrex,Phase 4 Clinical,C4,celecoxib,12135,60,Celebrex; pregabalin,60,null,Clinical Trial Of Pregabalin And COX2 In Spinal Stenosis,NCT03584074; PRECOX2,"Seoul National University Bundang Hospital, South Korea",346084,"JULY     , 01, 2018",Not yet recruiting
2+,Adenomatous polyposis coli protein; Beta-catenin; Blood pressure; Caspase-3; Cyclin D1; Cyclooxygenase-2 (COX-2); E-cadherin; Glutathione S-transferase A1; Glutathione S-transferase P1; KIAA1199; Peroxisome proliferative activated receptor delta,Familial adenomatous polyposis,celecoxib,Phase 2/Phase 3 Clinical,C23,celecoxib,12135,53,Urso; celecoxib; celecoxib + Urso,37,PreDuoFAP,Prevention of Progression of Duodenal Adenomas in Patients With Familial Adenomatous Polyposis,ABR nr.: NL23569.091.08; CMO: 2008/148; EudraCT: 2008-003696-43; NCT00808743; PreDuoFAP; RUN 2008-4198,Radboud University,38779,"MAY      , 31, 2009",Completed
2+,Adenomatous polyposis coli protein; Beta-catenin; Blood pressure; Caspase-3; Cyclin D1; Cyclooxygenase-2 (COX-2); E-cadherin; Glutathione S-transferase A1; Glutathione S-transferase P1; KIAA1199; Peroxisome proliferative activated receptor delta,Adenoma,celecoxib,Phase 2/Phase 3 Clinical,C23,celecoxib,12135,53,Urso; celecoxib; celecoxib + Urso,37,PreDuoFAP,Prevention of Progression of Duodenal Adenomas in Patients With Familial Adenomatous Polyposis,ABR nr.: NL23569.091.08; CMO: 2008/148; EudraCT: 2008-003696-43; NCT00808743; PreDuoFAP; RUN 2008-4198,Radboud University,38779,"MAY      , 31, 2009",Completed
2,null,Osteoarthritis,null,Phase not specified,NS,celecoxib,12135,59,celecoxib; paracetamol,59,null,Individual Medication Effectiveness Tests Comparing Celecoxib (Encapsulated Celebrex) With Panadol Extend for Relief of Osteoarthritis,ACTRN12605000476639,University of Queensland,152798,"DECEMBER , 07, 2003",Completed
1,null,Pain,null,Phase 4 Clinical,C4,celecoxib,12135,204,celecoxib,204,null,Effect of Celecoxib Versus Placebo Before and After Knee Surgery on Overall Use of Analgesics After Surgery,A3191067; NCT00633438,Pfizer Inc,43263,"JANUARY  , 31, 2004",Completed
2+,null,Major depressive disorder,null,Phase 2/Phase 3 Clinical,C23,celecoxib,12135,40,celecoxib; fluoxetine; fluoxetine; fluoxetine + celecoxib,37,null,Celecoxib and Depression,5402; IRCT138711141556N5,Tehran University of Medical Sciences,125106,"APRIL    , 20, 2007",No longer recruiting
1,null,Pain,null,Phase 4 Clinical,C4,celecoxib,12135,40,celecoxib,40,null,Efficacy of Celecoxib Vs Placebo to Prevent Pain in a Paced Walk,06-04-41; NCT00194090,University Hospitals Of Cleveland,13921,"JUNE     , 30, 2004",Recruiting
1,null,Mania,null,Phase 2/Phase 3 Clinical,C23,celecoxib,12135,50,celecoxib; valproic acid,46,null,Efficacy Of Celecoxib In The Treatment Of Bipolar Disorder,22216; IRCT201307171556N53,"Kurdistan University of Medical Sciences, Tehran University of Medical Sciences",241692,"SEPTEMBER, 23, 2013",No longer recruiting
