Ancestry,ArmCount,DevStatus,DevStatusId,Drug,DrugId,Endpoint,EndpointReached,HasHealthyVolunteers,HighestDevStatusForInd,HighestDevStatusForIndId,Indication,IndicationId,ProtocolAcronym,ProtocolTitle,Sponsor,StudyType,TrialId,TrialStartDate,TrialStatus
null,3,Phase 4 Clinical,C4,prucalopride,15716,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Multiple sclerosis,213,null,The Effect of Fluoxetine and 5-HT4 Serotonin Receptor Agonists on Cerebral Axonal Energy Metabolism and Glutamate Levels in Multiple Sclerosis,Onderzoeks- En Ontwikkelingsfonds Rode Kruis-Vlaanderen,Interventional,154919,2010-12-21 00:00:00,Recruiting
null,2,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Delusional disorder,1951,null,A study of the efficacy and safety of intramuscular ziprasidone followed by oral ziprasidone for the treatment of psychosis,Pfizer Inc,Interventional,21413,2003-07-31 00:00:00,Completed
null,2+,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Psychotic disorder,282,null,"A Randomized, Double-Blind, Controlled Trial To Compare The Effectiveness Of Intramuscular Olanzapine, Ziprasidone, Haloperidol Plus Promethazine, Haloperidol Plus Midazolam And Haloperidol Alone As The First Medication(S) Used To Treat Patients With Agitation Caused By Psychosis",Universidade Federal do Tocantins,Interventional,77462,2010-01-04 00:00:00,Completed
null,1+,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Psychotic disorder,282,BPP,"Use, Effects and Side-Effects of Second-Generation Antipsychotics in a Naturalistic Setting",University of Bergen,Interventional,58531,2003-02-28 00:00:00,Completed
null,3+,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Psychotic disorder,282,IMPACT,Reducing Weight Gain and Improving Metabolic Function in Children Being Treated With Antipsychotics (IMPACT),Johns Hopkins University,Interventional,38318,2009-01-31 00:00:00,Completed
null,2,Phase 4 Clinical,C4,ziprasidone,2860,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Psychotic disorder,282,null,Ziprasidone Versus Standard Therapy for Agitated Patients in the ED,George Washington University,Interventional,34293,2008-09-30 00:00:00,Terminated
null,2,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Psychotic disorder,282,null,A study of the efficacy and safety of intramuscular ziprasidone followed by oral ziprasidone for the treatment of psychosis,Pfizer Inc,Interventional,21413,2003-07-31 00:00:00,Completed
null,6,Phase 4 Clinical,C4,ziprasidone,2860,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Psychotic disorder,282,null,On the question of Neuroleptic-Induced Metabolic Syndrome. Study 2: Fat Distribution and Specific Hormonal Parameters. Comparison between the metabolic syndrome of vulnerable and non-vulnerable patients from the schizophrenic group,Medical University of Graz,Interventional,132530,2006-01-19 00:00:00,Completed
null,1,Phase not specified,NS,mosapride,3658,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Esophageal disease,242,null,"A randomized, double-blind, placebo-controlled, cross-over study to evaluate the efficacy of mosapride on oesophageal 24-h acid reflux variables in patients with gastro-esophageal reflux disease (GERD) symptoms",Dainippon Pharmaceutical Co Ltd,Interventional,19373,1998-01-31 00:00:00,Status not specified
null,3,Phase 2 Clinical,C2,"testosterone + buspirone hydrochloride (oral, hypoactive sexual desire disorder), Emotional Brain",84360,"Safety,Efficacy",N,Y,PHASE NOT SPECIFIED,NS,Hypoactive sexual desire disorder,2039,null,Lybridos in Pre- and Postmenopausal Women With Hypoactive Sexual Desire Disorder Due to Maladaptive Activation of Sexual Inhibitory Systems,Emotional Brain BV,Interventional,100909,2012-07-31 00:00:00,Completed
null,1,Phase 1 Clinical,C1,sumatriptan,4491,"Safety,Efficacy,Pharmacodynamics",Y,N,PHASE NOT SPECIFIED,NS,Coronary artery disease,80,null,"A randomized, double-blinded, placebo-controlled study in patients with existing or suspected coronary artery disease was to investigate the effects of subcutaneous GR-43175C on the coronary vasculature",GlaxoSmithKline plc,Interventional,201477,1991-04-03 00:00:00,Completed
null,1,Phase 3 Clinical,C3,xaliproden,4474,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Colorectal tumor,989,XENON,Role of Xaliproden on Recovery Rate From Severe Neuropathy in Patients Who Have Completed Adjuvant Chemotherapy With Oxaliplatin Based Regimens,"Policlinico Universitario Agostino Gemelli, Sanofi SA",Interventional,26207,2008-01-31 00:00:00,Terminated
null,2,Phase 2b Clinical,C2B,sumatriptan,4491,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Migraine without aura,3680,ANODYNE-2,Oral ALLOD-2 versus Oral Sumatriptan and versus Placebo in the Acute Treatment of Migraine With Associated Nausea,Allodynic Therapeutics LLC,Interventional,301738,2017-06-27 00:00:00,Completed
null,3,Phase not specified,NS,sumatriptan,4491,Safety,N,N,PHASE NOT SPECIFIED,NS,Migraine without aura,3680,null,Functional MRI (fMRI) in CGRP Induced Migraine,Danish Headache Center,Interventional,173694,2006-09-30 00:00:00,Completed
null,1,Phase 3 Clinical,C3,sumatriptan,4491,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Migraine without aura,3680,null,"A Randomized, Double-Blind, Placebo-Controlled, Crossover Study to Evaluate the Safety and Efficacy of Sumatriptan Suppositories in the Acute Treatment of Three Migraine Attacks",GlaxoSmithKline plc,Interventional,153847,1993-10-11 00:00:00,Completed
null,1,Phase 1 Clinical,C1,lorcaserin,47504,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Opiate dependence,243,null,Drug Interaction and Subjective Effects of Compounds for Opioid Use Disorder,Virginia Commonwealth University,Interventional,297792,2017-01-30 00:00:00,Recruiting
null,2,Phase not specified,NS,naratriptan,3235,"Bioequivalence,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,null,null,null,Bioequivalence Study of Naratriptan Hydrochloride 2.5 mg Under Fasted Conditions,West-Ward Columbus,Interventional,185377,2007-09-30 00:00:00,Completed
null,1,Phase 3 Clinical,C3,renzapride,4211,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Constipation predominant irritable bowel syndrome,3862,null,Investigation of the Safety and Efficacy of Renzapride in Constipation Predominant Irritable Bowel Syndrome (IBS),Alizyme plc,Interventional,18066,2005-12-31 00:00:00,Completed
null,2,Phase 3 Clinical,C3,cariprazine,51405,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Paranoid schizophrenia,1930,null,Safety and Efficacy of Cariprazine in Patients With Schizophrenia,Forest Laboratories Inc,Interventional,65682,2010-04-23 00:00:00,Completed
null,3,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Delusional disorder,1951,BP2,Bergen Psychosis Project 2 - The Best Intro Study,Haukeland University Hospital,Interventional,81330,2011-10-31 00:00:00,Completed
European Ancestry,1,Phase 1 Clinical,C1,cariprazine,51405,"Efficacy,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,null,null,null,Cariprazine: Comparison of Slow- and Immediate-release Forms,Gedeon Richter Ltd,Interventional,197420,2014-06-30 00:00:00,Completed
null,1,Phase not specified,NS,tandospirone,3619,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Schizophrenia,299,null,Cognition and Tandospirone,Toyama University,Interventional,134476,2011-11-01 00:00:00,Not yet recruiting
null,1,Phase not specified,NS,tandospirone,3619,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Schizophrenia,299,null,"A multicenter, open-label study to evaluate the effect of adjunctive treatment with serotonin-1A agonist tandospirone on memory functions in schizophrenia",Toyama Medical and Pharmaceutical University,Interventional,109279,2001-05-31 00:00:00,Status not specified
null,1,Phase 2/Phase 3 Clinical,C23,ziprasidone,2860,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Non-insulin dependent diabetes,837,null,Effect of Ziprasidone on Glucose and Plasma Lipids in Diabetes II and Schizophrenia or Schizoaffective Disorder,Manhattan Psychiatric Center,Interventional,4761,2003-09-30 00:00:00,Completed
null,2,Phase 3 Clinical,C3,brexpiprazole,62001,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Anxiety disorder,25,Sirius,Study of the Safety and Efficacy of Fixed-dose Brexpiprazole (OPC-34712) as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder With and Without Anxious Distress,Otsuka Pharmaceutical Development and Commercialization Inc,Interventional,206263,2014-07-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy,Pharmacodynamics",Y,N,PHASE NOT SPECIFIED,NS,Schizoaffective disorder,1257,null,Study Evaluating Effectiveness of Ziprasidone Using the Overlapped Switching Strategy in Patients with Schizophrenia or Schizoaffective Disorder,Soonchunhyang University Hospital,Interventional,70175,2010-09-30 00:00:00,Completed
null,2,Phase not specified,NS,ziprasidone,2860,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Schizoaffective disorder,1257,null,A safety and efficacy study of ziprasidone compared to haloperidol in patients with schizoaffective disorder,Pfizer Inc,Interventional,53556,1999-05-15 00:00:00,Status not specified
null,2,Phase not specified,NS,ziprasidone,2860,Pharmacokinetics,N,N,PHASE NOT SPECIFIED,NS,Schizoaffective disorder,1257,null,"Anticonvulsant Mood Stabilizers, Antipsychotic Drugs and the Insulin Resistance Syndrome",Vanderbilt University,Interventional,34910,2006-01-31 00:00:00,Completed
null,2,Phase 1 Clinical,C1,"sumatriptan (transdermal patch, SmartRelief), NuPathe",55707,"Bioequivalence,Bioavailability,Pharmacokinetics",N,Y,PHASE NOT SPECIFIED,NS,Cluster headache,73,null,Compare PK and Bioavailability of Two NP-101 Patches With Oral Imitrex in Healthy Adults,Teva Pharmaceutical Industries Ltd,Interventional,178045,2009-12-31 00:00:00,Completed
null,2,Phase not specified,NS,rizatriptan,5328,Efficacy,Y,Y,PHASE NOT SPECIFIED,NS,null,null,null,"A Randomized, Double-Blind, Placebo-Controlled, Comparative, Crossover Study To Assess Efficacy Of Rizatriptan And Ergotamine In Healthy Volunteers",Bispebjerg Hospital,Interventional,111486,2002-07-31 00:00:00,Status not specified
null,1,Phase 4 Clinical,C4,aripiprazole,7781,Safety,N,N,PHASE NOT SPECIFIED,NS,Mood disorder,533,null,"Body Mass Index (BMI) and Metabolic Changes Following Switch to Aripiprazole From Olanzapine, Risperidone and Quetiapine",University of North Carolina,Interventional,32883,2005-08-31 00:00:00,Completed
null,1+,Phase 2 Clinical,C2,aripiprazole,7781,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Mood disorder,533,AAOFDIYWA,Aripiprazole Added on for DMDD in Youths With ADHD,Tri-Service General Hospital,Interventional,321219,2014-11-19 00:00:00,Completed
null,2,Phase 4 Clinical,C4,mosapride,3658,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Diabetic gastroparesis,3203,MDGP,Effects and Mechanism of Mosapride Citrate on Diabetic Gastroparesis,Qingdao University,Interventional,213680,2014-10-31 00:00:00,Not yet recruiting
null,2,Phase 2 Clinical,C2,lorcaserin,47504,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Peripheral neuropathy,259,null,Comparing Lorcaserin Versus Duloxetine for the Treatment of Chemotherapy-Induced Peripheral Neuropathy,Southeastern Regional Medical Center,Interventional,367426,2019-06-30 00:00:00,Not yet recruiting
null,1,Phase 4 Clinical,C4,prucalopride,15716,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Gastroesophageal reflux,1243,null,Clinical Response to 5HT4 Receptors Agonist (Prucalopride): Gastrocolic Reflex,Hospital Clinico San Carlos,Interventional,154909,2013-07-12 00:00:00,Recruiting
null,1,Phase 4 Clinical,C4,prucalopride,15716,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Gastroesophageal reflux,1243,PROGASS,Prucalopride On the Gastreonteric Transit in Systemic Sclerosis,Fondazione IRCCS Ca' Granda-Ospedale Maggiore Policlinico,Interventional,149364,2013-02-19 00:00:00,Recruiting
null,1,Phase not specified,NS,aripiprazole,7781,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Depression,93,null,"A prospective, open-label, non-randomized, 4-week flexible dose study to assess the safety and efficacy of adjunctive aripiprazole in Taiwanese patients with antidepressant-refractory major depressive disorder",Buddhist Tzu Chi General Hospital,Interventional,85285,2012-02-29 00:00:00,Completed
null,3,Phase 1 Clinical,C1,aripiprazole,7781,Pharmacokinetics,N,N,PHASE NOT SPECIFIED,NS,Depression,93,null,A phase I study to evaluate the effect of aripiprazole on the steady-state pharmacokinetics of escitalopram or venlafaxine in subjects with depressive or anxiety disorders,Bristol-Myers Squibb Co,Interventional,77979,2007-05-02 00:00:00,Terminated
null,6,Phase not specified,NS,aripiprazole,7781,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Depression,93,null,"A double-blind, randomized, placebo-controlled, multicenter, 6-week study to evaluate the safety and efficacy of aripiprazole in patients with a primary diagnosis of major depressive disorder (MDD) who had an inadequate response to monotherapy with one or more antidepressant therapies",Bristol-Myers Squibb Co,Interventional,52112,2007-05-21 00:00:00,Status not specified
null,1,Phase 3 Clinical,C3,aripiprazole,7781,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Depression,93,ADAPT-A,"A Double-Blind, Placebo-Controlled Study of Aripiprazole Adjunctive to Antidepressant Therapy",Massachusetts General Hospital,Interventional,35277,2008-07-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Depression,93,null,Proposal to Investigate the Efficacy and Tolerability of Aripiprazole as an Add-on Therapy in Patients Not Responding to an Adequate Dose of an Antidepressant Therapy,Manchester Mental Health and Social Care Trust,Interventional,142057,2007-08-23 00:00:00,Recruiting
null,2,Phase 2/Phase 3 Clinical,C23,"cycloserine + lurasidone (bipolar depression, suicidality), NeuroRx",97846,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Bipolar II disorder,3115,SBD-ASIB,NRX-101 for Maintenance of Remission From Severe Bipolar Depression in Patients With Suicidal Ideation,NeuroRx Inc,Interventional,325308,2019-06-10 00:00:00,No longer recruiting
null,1,Phase 1 Clinical,C1,lesopitron,5111,"Safety,Pharmacokinetics",Y,N,PHASE NOT SPECIFIED,NS,Generalized anxiety disorder,1937,null,"A phase I, double-blind, bridging study to evaluate the pharmacokinetics, safety and tolerability of fixed doses of lesopitron in patients with generalized anxiety disorder (GAD)",Laboratorios Dr Esteve SA,Interventional,56286,1996-12-31 00:00:00,Status not specified
null,1,Phase 3 Clinical,C3,lurasidone,8732,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Major depressive disorder,4898,RESOLVE2,Major Depressive Disorder With Mixed Features,Sunovion Pharmaceuticals Inc,Interventional,80316,2012-01-31 00:00:00,Terminated
null,2,Phase 4 Clinical,C4,vortioxetine hydrobromide,48119,Efficacy,N,N,PHASE NOT SPECIFIED,NS,Non-insulin dependent diabetes,837,null,Vortioxetine versus Sertraline in Mexicans,Universidad Juarez Autonoma de Tabasco,Interventional,383778,2016-06-30 00:00:00,Completed
null,5,Phase not specified,NS,ziprasidone,2860,Efficacy,Y,N,PHASE NOT SPECIFIED,NS,Schizophreniform disorder,1971,null,"An open, randomized clinical trial to compare the effectiveness of low doses of haloperidol and regular doses of second generation antipsychotics in patients with first-episode schizophrenia and schizophreniform disorder","AstraZeneca plc, Eli Lilly & Co, Pfizer Inc, Sanofi-Synthelabo",Interventional,62939,2009-12-31 00:00:00,Status not specified
null,4,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",N,Y,PHASE NOT SPECIFIED,NS,Schizophreniform disorder,1971,PAFIP2_nc1Y,Neurocognitive Effectiveness in Treatment of First-episode Non-affective Psychosis: One-year Follow-up,Fundacion Marques de Valdecilla,Interventional,238915,2005-10-31 00:00:00,Completed
null,7,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,Y,PHASE NOT SPECIFIED,NS,Schizophreniform disorder,1971,PAFIP2,"Comparative Study of Aripiprazole, Quetiapine and Ziprasidone in the Treatment of First Episode Non-affective Psychosis",Fundacion Marques de Valdecilla,Interventional,217461,2005-10-31 00:00:00,Completed
null,3,Phase 2 Clinical,C2,aripiprazole,7781,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Schizophreniform disorder,1971,null,Comparison of the beginning of therapeutic response between different typical and atypical antipsychotics in acute psychosis,Ahvaz Jundishapur University of Medical Sciences,Interventional,302069,2016-10-16 00:00:00,No longer recruiting
null,2,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Schizophreniform disorder,1971,PAFIP3_3Y,Effectiveness of Second Generation Antipsychotics in First Episode Psychosis Patients: Three-year Follow-up,Fundacion Marques de Valdecilla,Interventional,292671,2014-06-30 00:00:00,Recruiting
null,4,Phase 4 Clinical,C4,aripiprazole,7781,"Safety,Efficacy",N,Y,PHASE NOT SPECIFIED,NS,Schizophreniform disorder,1971,PAFIP2_nc1Y,Neurocognitive Effectiveness in Treatment of First-episode Non-affective Psychosis: One-year Follow-up,Fundacion Marques de Valdecilla,Interventional,238915,2005-10-31 00:00:00,Completed
null,1,Phase 2 Clinical,C2,lurasidone,8732,Efficacy,Y,Y,PHASE NOT SPECIFIED,NS,null,null,null,"A Randomized, Placebo-controlled, Crossover, Polysomnographic Study to Evaluate the Effects of Lurasidone on Sleep in Healthy Subjects",Duke University School of Medicine,Interventional,261848,null,Status not specified
Asian Ancestry,1,Phase 1 Clinical,C1,lurasidone,8732,"Safety,Pharmacokinetics",Y,Y,PHASE NOT SPECIFIED,NS,null,null,null,Pharmacokinetic Study of Lurasidone After Multiple Oral Administration in Healthy Human Subjects,Sumitomo Pharmaceuticals Co Ltd,Interventional,199563,2014-04-30 00:00:00,Completed
null,1,Phase 1 Clinical,C1,brexpiprazole,62001,"Safety,Pharmacokinetics",N,N,PHASE NOT SPECIFIED,NS,Autism,423,null,"Trial to Assess the Pharmacokinetics, Safety, Tolerability of Oral Brexpiprazole in Children (6 to < 13 Years Old) With Central Nervous System Disorders",Otsuka Pharmaceutical Development and Commercialization Inc,Interventional,313836,2017-10-10 00:00:00,Completed
null,2,Phase 1 Clinical,C1,vortioxetine hydrobromide,48119,"Safety,Efficacy",Y,Y,PHASE NOT SPECIFIED,NS,Heart disease,626,null,"A randomized, double-blind, placebo- and active-controlled study to evaluate the effect of Lu-AA21004 on cardiac repolarization in healthy male volunteers","H Lundbeck A/S, Takeda Pharmaceutical Co Ltd",Interventional,81480,2011-03-05 00:00:00,Status not specified
null,2,Phase 1 Clinical,C1,pimavanserin,25148,"Safety,Efficacy,Pharmacokinetics",Y,Y,PHASE NOT SPECIFIED,NS,Psychomotor disorder,1084,null,"A phase I, randomized, double-blind, placebo-controlled, crossover study to assess the reduction of haloperidol-induced side effects by ACP-103",ACADIA Pharmaceuticals Inc,Interventional,7650,2005-12-31 00:00:00,Status not specified
null,1,Phase 3 Clinical,C3,sarizotan hydrochloride,16564,"Safety,Efficacy,Pharmacokinetics",Y,N,PHASE NOT SPECIFIED,NS,Movement disorder,368,PADDY-2,Sarizotan in Participants With Parkinson's Disease Suffering From Treatment Associated Dyskinesia,"EMD Serono Inc, Merck KGaA",Interventional,6280,2004-09-30 00:00:00,Completed
null,1,Phase not specified,NS,aripiprazole,7781,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Obsessive compulsive disorder,468,null,Aripiprazole Augmentation of Serotonin Reuptake Inhibitors in Treatment-Resistant Obsessive-Compulsive Disorder: A 12-Week Open-Label Preliminary Study,University of Turin,Interventional,147070,null,Completed
null,1,Phase 4 Clinical,C4,buspirone,44364,Efficacy,N,Y,PHASE NOT SPECIFIED,NS,Dyspepsia,432,null,Buspirone Plus Omeprazole for Functional Dyspepsia,Isfahan University of medical Sciences,Interventional,330190,2016-03-01 00:00:00,Completed
null,1,Phase 1/Phase 2 Clinical,C12,aripiprazole,7781,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Nicotine dependence,235,null,The Effect of Aripiprazole on Smoking Rate in Schizophrenic Patients,Clinical Psychiatry Research Center,Interventional,137906,2013-04-20 00:00:00,No longer recruiting
null,1,Phase 2 Clinical,C2,lurasidone,8732,"Safety,Efficacy",N,N,PHASE NOT SPECIFIED,NS,Schizoaffective disorder,1257,null,Study of Lurasidone in Treating Antipsychotic Naive or Quasi-Naive Children and Adolescents,University of North Carolina,Interventional,98930,2012-12-31 00:00:00,Completed
null,1+,Phase 2 Clinical,C2,lurasidone,8732,"Safety,Efficacy,Pharmacokinetics",N,N,PHASE NOT SPECIFIED,NS,Schizoaffective disorder,1257,null,A Study to Assess the Safety and Efficacy of ASP-4345 as Add-on Treatment for Cognitive Impairment in Subjects With Schizophrenia on Stable Doses of Antipsychotic Medication,Astellas Pharma Global Development Inc,Interventional,343094,2018-07-13 00:00:00,Recruiting
null,2,Phase 3 Clinical,C3,lurasidone,8732,"Safety,Efficacy",Y,N,PHASE NOT SPECIFIED,NS,Schizoaffective disorder,1257,null,"Lurasidone HCl - A Long-Term Safety, Phase III Study of Patients With Clinically Stable Schizophrenia","Sumitomo Chemical Co Ltd, Sumitomo Dainippon Pharma Co Ltd",Interventional,21178,2008-03-31 00:00:00,Completed
null,2,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Schizophrenia,299,null,"An open-label, active-controlled study of ziprasidone, compared to haloperidol in patients with acute exacerbation of schizophrenia",Pfizer Inc,Interventional,53563,2002-05-22 00:00:00,Status not specified
null,2,Phase not specified,NS,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Schizophrenia,299,null,"A 6-week, double-blind, active-controlled, safety and efficacy study of ziprasidone, compared to olanzapine in hospitalized patients with schizophrenia and schizoaffective disorder",Pfizer Inc,Interventional,53560,2001-05-08 00:00:00,Status not specified
null,1,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Schizophrenia,299,ZEUS,"A 12-month, phase III, multicenter, prospective, randomized, double-blind, placebo-controlled clinical trial to evaluate the safety and efficacy study of ziprasidone in treating patients with schizophrenia",Pfizer Inc,Interventional,53543,1997-09-15 00:00:00,Status not specified
null,8,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Schizophrenia,299,CATIE,Schizophrenia Trial,The National Institute of Mental Health,Interventional,36183,2000-12-31 00:00:00,Completed
null,1,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Schizophrenia,299,BIZET,IM and Oral in Acute Exacerbation of Schizophrenia,Pfizer Inc,Interventional,36028,2003-03-31 00:00:00,Completed
null,1,Phase 3 Clinical,C3,ziprasidone,2860,Safety,Y,N,Launched,L,Schizophrenia,299,null,Extension Study: Evaluating the Safety of Oral Ziprasidone in the Treatment of Subjects With Schizophrenia,Pfizer Inc,Interventional,36027,2002-03-31 00:00:00,Completed
null,2,Phase not specified,NS,ziprasidone,2860,Pharmacokinetics,N,N,Launched,L,Schizophrenia,299,null,"Anticonvulsant Mood Stabilizers, Antipsychotic Drugs and the Insulin Resistance Syndrome",Vanderbilt University,Interventional,34910,2006-01-31 00:00:00,Completed
null,1,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",N,N,Launched,L,Schizophrenia,299,null,Safety And Efficacy Study Of Ziprasidone In Pediatric Psychotic Illness,Medical College of Wisconsin,Interventional,32858,2003-12-31 00:00:00,Completed
null,1,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy,Pharmacokinetics",Y,N,Launched,L,Schizophrenia,299,null,Safety and Efficacy of Ziprasidone in Adolescents With Schizophrenia,Pfizer Inc,Interventional,21171,2006-04-30 00:00:00,Terminated
null,4,Phase 4 Clinical,C4,ziprasidone,2860,Safety,N,N,Launched,L,Schizophrenia,299,Glulipid,Glucose and Lipid Metabolism on Antipsychotic Medication,Washington University in St Louis,Interventional,188758,2001-09-30 00:00:00,Completed
null,2,Phase 1 Clinical,C1,ziprasidone,2860,"Pharmacokinetics,Pharmacodynamics",Y,Y,Launched,L,Bipolar disorder,653,null,"A phase I, double-blind, placebo-controlled dose-escalation study to determine the central dopamine D2 receptor occupancy by ziprasidone in healthy male volunteers",Pfizer Inc,Interventional,53506,1993-12-31 00:00:00,Status not specified
null,1,Phase 1 Clinical,C1,ziprasidone,2860,"Pharmacokinetics,Pharmacodynamics",Y,Y,Launched,L,Bipolar disorder,653,null,A phase I study evaluating the time course of 5-HT2 receptor occupancy (%RO) in healthy male volunteers after ziprasidone administration,Pfizer Inc,Interventional,53500,1996-12-31 00:00:00,Status not specified
null,1,Phase 4 Clinical,C4,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Bipolar disorder,653,null,Predictors of Response to Augmentation With Ziprasidone (Geodon) in Major Depressive Disorder,Tufts Medical Center,Interventional,175892,2010-02-28 00:00:00,Completed
null,2,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy,Pharmacokinetics",N,N,Launched,L,Bipolar disorder,653,null,Estimating and Reducing the Cardiovascular Risk of Patients With Schizophrenia Drugs From Lipid Measures and Ischemic Electrocardiographic Changes,Vanderbilt University,Interventional,174271,2006-01-31 00:00:00,Terminated
null,1,Phase not specified,NS,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Bipolar disorder,653,null,A Trial To Evaluate Long-Term Safety and Efficacy of Ziprasidone in Subpopulations of Patients with Bipolar Mania,University of Cincinnati,Interventional,144707,1998-03-01 00:00:00,Completed
null,1+,Phase 3b Clinical,C3B,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Bipolar I disorder,3114,null,A 3-Week Study to Evaluate Efficacy and Safety of Ziprasidone With Either Lithium or Divalproex in Acutely Manic Subjects,Pfizer Inc,Interventional,33923,2006-04-30 00:00:00,Completed
null,1,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Y,N,Launched,L,Bipolar I disorder,3114,null,Safety and Efficacy of Ziprasidone in Children and Adolescents With Bipolar I Disorder (Manic or Mixed),Pfizer Inc,Interventional,33811,2006-01-31 00:00:00,Completed
null,1+,Phase 3 Clinical,C3,ziprasidone,2860,"Safety,Efficacy",Y,N,Launched,L,Bipolar I disorder,3114,null,Safety and Maintenance of Effect of Ziprasidone Plus a Mood Stabilizer in Bipolar I Disorder (Manic or Mixed),Pfizer Inc,Interventional,32695,2005-12-31 00:00:00,Completed
null,1,Phase 1 Clinical,C1,naratriptan,3235,"Safety,Pharmacokinetics,Pharmacodynamics",Y,Y,Launched,L,Migraine,210,null,"A phase I, ascending dose, double-blind, placebo-controlled, repeat dose, crossover study to evaluate safety, tolerability and pharmacokinetics of repeat dosing with oral GR-85548A for 5 days",GlaxoSmithKline plc,Interventional,77531,1995-02-13 00:00:00,Status not specified
null,2,Phase 1 Clinical,C1,naratriptan,3235,"Safety,Pharmacokinetics,Pharmacodynamics",Y,N,Launched,L,Migraine,210,null,"A phase I, randomized, double-blind, double-dummy, placebo-controlled, cross-over, comparator, outpatient study to compare the pharmacological effects of naratriptan, codeine and placebo in experienced psychoactive substance users",GlaxoSmithKline plc,Interventional,77253,1995-10-27 00:00:00,Status not specified
