Ancestry,DevStatus,DevStatusId,Drug,DrugId,Endpoint,Indication,IndicationId,OriginatorSponsored,Patients,ProtocolTitle,TrialEndDateActual,TrialEndDateCalc,TrialEndDateEstimate,TrialEndDateGiven,TrialId,TrialStartDate,TrialStatus
null,Phase 1 Clinical,C1,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,75,A Comparative study of different treatment regimes for brain tuberculosis,null,2021-09-15 12:00:00,null,null,382387,2019-05-27 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,rifabutin,4229,"Safety,Bioavailability,Pharmacokinetics",Mycobacterium tuberculosis infection,221,Y,15,A Bioavailability Study of Rifabutin and Lopinavir/Ritonavir in Healthy Adult Subjects,2008-10-01 00:00:00,2010-11-06 12:00:00,null,2008-10-01 00:00:00,25327,2008-08-31 00:00:00,Terminated
null,Phase 2b Clinical,C2B,rifabutin,4229,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,183,Assessing PA-824 for Tuberculosis,null,2017-08-18 12:00:00,2021-09-30 00:00:00,2021-09-30 00:00:00,213394,2015-04-29 00:00:00,Recruiting
null,Phase 2 Clinical,C2,faropenem,4492,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,30,"Phase II Trial to Evaluate the Early Bactericidal Activity, Safety and Tolerability of Meropenem Plus Amoxycillin/CA and Faropenem Plus Amoxycillin/CA in Adult Patients With Newly Diagnosed Pulmonary Tuberculosis",2014-12-31 00:00:00,2017-01-19 12:00:00,null,2014-12-31 00:00:00,220739,2014-09-30 00:00:00,Completed
null,Phase 3 Clinical,C3,delamanid,16545,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,null,"Efficacy and Tolerability of Bedaquiline, Delamanid, Levofloxacin, Linezolid, and Clofazimine for Treatment of Patients With MDR-TB",null,2022-05-22 12:00:00,null,null,368916,2020-01-31 00:00:00,Terminated
null,Phase 2 Clinical,C2,delamanid,16545,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,84,"Evaluating the Safety, Tolerability and Pharmacokinetics of Bedaquiline and Delamanid, Alone and in Combination, For Drug-Resistant Pulmonary Tuberculosis",null,2019-01-30 00:00:00,2021-01-15 00:00:00,2021-01-15 00:00:00,243619,2016-08-31 00:00:00,No longer recruiting
null,Phase 3 Clinical,C3,rifabutin,4229,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,30,Rifabutin With Lopinavir/ritonavir in Patients Coinfected With Tuberculosis and HIV in Burkina Faso,null,2016-04-28 00:00:00,2014-11-27 00:00:00,2014-11-27 00:00:00,161441,2013-11-28 00:00:00,Not yet recruiting
null,Phase 3 Clinical,C3,rifapentine,15102,Efficacy,Mycobacterium tuberculosis infection,221,N,2500,Rifapentine-containing tuberculosis treatment shortening regimens (S31/A5349),null,2020-11-08 12:00:00,null,null,347338,2018-07-20 00:00:00,Not yet recruiting
null,Phase 2/Phase 3 Clinical,C23,pretomanid,13323,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,630,Pragmatic Clinical Trial for a More Effective Concise and Less Toxic MDR-TB Treatment Regimen(s),null,2019-05-23 12:00:00,2021-03-31 00:00:00,2021-03-31 00:00:00,244304,2017-01-31 00:00:00,Recruiting
null,Phase 1 Clinical,C1,S-004992,61340,Safety,Mycobacterium tuberculosis infection,221,N,null,A phase I study to evaluate S-004992 in patients with tuberculosis,null,null,null,null,348025,null,Recruiting
null,Phase 4 Clinical,C4,levofloxacin,3492,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,20,Pharmacokinetic study and safety of levofloxacin in pediatric tuberculosis treatment,null,2021-08-31 12:00:00,2021-05-31 00:00:00,2021-05-31 00:00:00,381490,2019-05-12 00:00:00,Recruiting
null,Phase 4 Clinical,C4,levofloxacin,3492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,100,"MDR TB, Levofloxacin, Multi-Drug-Resistant Pulmonary Tuberculosis",2008-04-01 00:00:00,2009-10-19 12:00:00,null,2008-04-01 00:00:00,8644,2007-06-30 00:00:00,Completed
null,Phase 3 Clinical,C3,delamanid,16545,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,null,"Efficacy and Tolerability of Delamanid, Linezolid, Pyrazinamide and Levofloxacin",null,2019-12-21 12:00:00,null,null,280651,2017-08-31 00:00:00,Terminated
null,Phase 2/Phase 3 Clinical,C23,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,238,Treatment Shortening of MDR-TB Using Existing and New Drugs,null,2018-05-22 12:00:00,2021-06-30 00:00:00,2021-06-30 00:00:00,247456,2016-01-31 00:00:00,Recruiting
null,Phase 1 Clinical,C1,levofloxacin,3492,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,44,"A Pilot Study of Methodology to Rapidly Evaluate Drugs for Bactericidal Activity, Tolerance and Pharmacokinetics in the Treatment of Pulmonary Tuberculosis Using Isoniazid and Levofloxacin",null,2002-01-07 06:30:00,null,null,8780,1999-11-01 18:30:00,Completed
null,Phase 3 Clinical,C3,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,null,"Efficacy and Tolerability of Bedaquiline, Delamanid, Levofloxacin, Linezolid, and Clofazimine for Treatment of Patients With MDR-TB",null,2022-05-22 12:00:00,null,null,368916,2020-01-31 00:00:00,Terminated
null,Phase 4 Clinical,C4,Infanrix,6229,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,28,A Study of the Interaction Between BCG And MenC Immunization,2018-06-27 00:00:00,2016-08-01 00:00:00,null,2018-06-27 00:00:00,162886,2014-06-20 00:00:00,Completed
null,Phase 3 Clinical,C3,"clofazimine (oral, tuberculosis), Novartis",91861,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,750,Evaluating Newly Approved Drugs for Multidrug-resistant TB,null,2019-04-02 00:00:00,2021-04-30 00:00:00,2021-04-30 00:00:00,259506,2016-12-31 00:00:00,Recruiting
null,Phase 3 Clinical,C3,"clofazimine (oral, tuberculosis), Novartis",91861,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,null,"Efficacy and Tolerability of Bedaquiline, Delamanid, Levofloxacin, Linezolid, and Clofazimine for Treatment of Patients With MDR-TB",null,2022-05-22 12:00:00,null,null,368916,2020-01-31 00:00:00,Terminated
null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,110,"Safety and Immunogenicity of Two Formulations of Tuberculosis Vaccines GSK-692342 Given at 0, 1 Months to Healthy Adults",2007-03-31 00:00:00,2009-03-21 12:00:00,null,2007-03-31 00:00:00,9520,2006-11-30 00:00:00,Completed
null,Phase 2 Clinical,C2,faropenem,4492,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,45,Trial of faropenem and cefadroxil (in combination with amoxicillin/clavulanic acid and standard TB drugs) in patients with pulmonary tuberculosis: measurement of early bactericidal activity and effects on novel biomarkers,null,2021-03-21 12:00:00,2019-05-30 00:00:00,2019-05-30 00:00:00,360329,2018-11-30 00:00:00,Not yet recruiting
null,Phase 4 Clinical,C4,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,448,The Individualized M(X) Drug-resistant TB Treatment Strategy Study,null,2019-08-20 12:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,307654,2017-06-14 00:00:00,Recruiting
null,Phase 3 Clinical,C3,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,180,"Safety and Efficacy of Various Doses and Treatment Durations of Linezolid Plus Bedaquiline and Pretomanid in Participants With Pulmonary TB, XDR-TB, Pre-XDR-TB or Non-responsive/Intolerant MDR-TB",null,2020-02-20 12:00:00,2022-01-31 00:00:00,2022-01-31 00:00:00,293734,2017-10-31 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,"clofazimine (oral, tuberculosis), Novartis",91861,Efficacy,Mycobacterium tuberculosis infection,221,N,250,Using econazole to attempt to shorten the duration of treatment in MDR tuberculosis,null,2021-07-31 00:00:00,null,null,374838,2019-05-01 00:00:00,Not yet recruiting
null,Phase 2 Clinical,C2,linezolid,11036,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,488,NGS-Guided(G) Regimens(R) of Anti-tuberculosis(A) Drugs for the Control(C) and Eradication(E) of MDR-TB,null,2020-11-24 12:00:00,2024-08-04 00:00:00,2024-08-04 00:00:00,348056,2018-08-05 00:00:00,Not yet recruiting
null,Phase 1 Clinical,C1,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,14,A Phase I Study of the Safety and Immunogenicity of a Recombinant MVA-85A Vaccine in Healthy Volunteers,2003-10-31 00:00:00,2005-01-19 12:00:00,2003-07-31 00:00:00,2003-10-31 00:00:00,9320,2002-09-30 00:00:00,Completed
null,Phase 3 Clinical,C3,clarithromycin,2829,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,500,The Effect of 18-month Regimen Containing Six Anti-tuberculosis Drugs for Patients With MDR-TB,null,2021-06-27 12:00:00,2021-12-31 00:00:00,2021-12-31 00:00:00,369109,2019-03-08 00:00:00,Recruiting
European Ancestry,Phase 1 Clinical,C1,VPM-1002,55569,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,80,Dose-Escalation Study on Safety and Immunogenicity of VPM-1-002 in Comparison With BCG in Healthy Male Volunteers,2009-12-31 00:00:00,2011-01-20 12:00:00,null,2009-12-31 00:00:00,48943,2008-09-30 00:00:00,Completed
null,Phase 1 Clinical,C1,sutezolid,11088,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,19,"Safety, Tolerability And Pharmacokinetics Study Of Single-Doses Of PNU-100480 In Healthy Adults",2009-08-31 00:00:00,2011-08-20 12:00:00,null,2009-08-31 00:00:00,50188,2009-04-30 00:00:00,Completed
null,Phase 4 Clinical,C4,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,827,"An International, Multicenter, Controlled Clinical Trial to Evaluate High-Dose Rifapentine and a Quinolone in the Treatment of Pulmonary Tuberculosis",2012-11-30 00:00:00,2010-12-05 12:00:00,null,2012-11-30 00:00:00,153990,2008-08-15 00:00:00,Completed
null,Phase 2 Clinical,C2,levofloxacin,3492,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,101,Efficacy and Safety of Levofloxacin for the Treatment of MDR-TB,null,2017-05-22 12:00:00,2020-03-31 00:00:00,2020-03-31 00:00:00,149562,2015-01-31 00:00:00,No longer recruiting
null,Phase not specified,NS,efavirenz,10172,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,null,Intensive Pharmacokinetics of the Nelfinavir-Rifabutin Interaction in Patients With HIV-Related Tuberculosis Treated With a Rifabutin-Based Regimen,null,2003-09-07 12:00:00,null,null,10648,2001-07-02 00:00:00,Recruiting
null,Phase 3 Clinical,C3,emtricitabine,4728,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,240,"Preventing TB-IRIS in High-risk Patients: a Randomized, Placebo-controlled Trial of Prednisone",2017-04-30 00:00:00,2015-12-20 12:00:00,null,2017-04-30 00:00:00,150793,2013-08-30 00:00:00,Completed
null,Phase 4 Clinical,C4,efavirenz,10172,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,130,Randomized Clinical Trial to Assess the Efficacy and Safety of Concomitant Use of Rifampicin and Efavirenz 600 X  800 mg,2012-10-31 00:00:00,2009-04-07 12:00:00,null,2012-10-31 00:00:00,11181,2007-01-31 00:00:00,Terminated
null,Phase not specified,NS,moxifloxacin,12978,"Bioequivalence,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,18,"An Open-Label, Randomized, Crossover Study of Comparative Pharmacokinetics and Bioequivalence of Haynemoks, 400 mg (Hayglans Laboratories Pvt. Ltd., India) and Avelox, 400 mg (Bayer Healthcare AG, Germany) in Healthy Volunteers",null,2014-05-02 00:00:00,2013-07-05 00:00:00,2013-07-05 00:00:00,168898,2012-10-29 00:00:00,Status not specified
null,Phase 2 Clinical,C2,Tritanrix HB,12862,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,302,Safety and Immunogenicity Study of a Candidate Tuberculosis Vaccine in Healthy Infants,2012-03-31 00:00:00,2012-11-19 12:00:00,null,2012-03-31 00:00:00,65639,2010-07-31 00:00:00,Completed
null,Phase 2 Clinical,C2,AERAS-402,53975,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,26,"Safety and Immunogenicity of AERAS-402 in HIV-infected, Bacillus Calmette-Guerin (BCG)-Vaccinated Adults",2012-05-31 00:00:00,2012-04-21 12:00:00,null,2012-05-31 00:00:00,62096,2009-12-31 00:00:00,Completed
null,Phase 3 Clinical,C3,gatifloxacin,7017,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1836,A Controlled Trial of a 4-Month Quinolone-Containing Regimen for the Treatment of Pulmonary Tuberculosis,null,2007-05-23 12:00:00,null,null,10855,2005-01-31 00:00:00,Recruiting
null,Phase 1 Clinical,C1,rifapentine,15102,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,44,Evaluating the Pharmacokinetics of High-Dose Rifapentine When Given as a Single-Dose or in Divided Doses to Healthy Adults,2013-06-30 00:00:00,2014-09-30 00:00:00,null,2013-06-30 00:00:00,86389,2012-06-30 00:00:00,Terminated
African Ancestry,Phase 3 Clinical,C3,rifabutin,4229,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,50,"A single-blind, randomized, safety study comparing rifabutin with rifampicin in the treatment of HIV-1-associated tuberculosis",null,1998-04-21 12:00:00,null,null,15878,1995-12-31 00:00:00,Status not specified
null,Phase 2 Clinical,C2,pretomanid,13323,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,65,Evaluation of Early Bactericidal Activity in Pulmonary Tuberculosis With,2011-08-31 00:00:00,2013-02-19 12:00:00,null,2011-08-31 00:00:00,71107,2010-10-31 00:00:00,Completed
null,Phase 1 Clinical,C1,"ID93 vaccine (GLA-SE adjuvant, TB), IDRI/ Quratis",68617,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,60,Phase I ID-93 + GLA-SE Vaccine Trial in Healthy Adult Volunteers,2014-05-31 00:00:00,2014-12-21 12:00:00,null,2014-05-31 00:00:00,87507,2012-08-31 00:00:00,Completed
null,Phase 1 Clinical,C1,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,24,"Safety of Tuberculosis Vaccine, MVA-85A, Administered by the Intramuscular Route and the Intradermal Route",2011-01-01 00:00:00,2012-05-22 12:00:00,null,2011-01-01 00:00:00,69212,2010-01-31 00:00:00,Completed
null,Phase 1 Clinical,C1,lopinavir + ritonavir,14681,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,52,"Evaluating the Safety and Drug Interaction of PA-824, an Investigational Tuberculosis Medication, Together With Efavirenz, Ritonavir-Boosted Lopinavir or Rifampin",2013-05-31 00:00:00,2014-09-20 12:00:00,null,2013-05-31 00:00:00,86312,2012-05-31 00:00:00,Completed
null,Phase 2 Clinical,C2,golotimod,25023,Efficacy,Mycobacterium tuberculosis infection,221,N,44,Phase II Trial of SCV-07 in TB,null,null,null,null,144312,null,Completed
null,Phase 4 Clinical,C4,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,"Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,100,"Comparison of Sputum Conversion Rates, Plasma Rifampicin Levels and Cyp 450 Activity Pulmonary Tuberculosis Patients Have Received 8 Weeks of Intensive Phase Therapy With Standard Dose Regimen Versus Risorine Kit",null,2014-09-30 12:00:00,null,null,142231,2012-06-10 00:00:00,Recruiting
null,Phase 4 Clinical,C4,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,50,A Risorine Study in Sputum Positive Patients After 8 Weeks of Conventional Treatment,null,2014-09-30 12:00:00,null,null,138715,2012-06-10 00:00:00,Recruiting
null,Phase 2 Clinical,C2,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,350,TBTC Study 27: Moxifloxacin versus Ethambutol for TB Treatment,2005-12-31 00:00:00,2005-11-19 12:00:00,null,2005-12-31 00:00:00,10684,2003-07-31 00:00:00,Completed
null,Phase 1 Clinical,C1,efavirenz,10172,"Safety,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,52,"Evaluating the Safety and Drug Interaction of PA-824, an Investigational Tuberculosis Medication, Together With Efavirenz, Ritonavir-Boosted Lopinavir or Rifampin",2013-05-31 00:00:00,2014-09-20 12:00:00,null,2013-05-31 00:00:00,86312,2012-05-31 00:00:00,Completed
null,Phase not specified,NS,lamivudine,3474,"Safety,Efficacy,Bioavailability",Mycobacterium tuberculosis infection,221,N,120,"Bioavailability of the Fixed Dose Formulation Rifafour Containing Isoniazid, Rifampicin, Pyrazinamide, Ethambutol and the World Health Organization (WHO) Recommended First Line Antiretroviral Drugs Zidovudine, Lamivudine, Efavirenz Administered to New Tuberculosis (TB) Patients at Different Levels of Immunosuppression",null,2008-08-03 12:00:00,null,null,136052,2006-05-29 00:00:00,Completed
null,Phase 1/Phase 2 Clinical,C12,moxifloxacin,12978,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,70,"Early Bactericidal Activity of Linezolid, Gatifloxacin, Levofloxacin, Isoniazid (INH) and Moxifloxacin in HIV Negative Adults With Initial Episodes of Sputum Smear-Positive Pulmonary Tuberculosis",2007-12-31 00:00:00,2006-06-20 12:00:00,null,2007-12-31 00:00:00,10869,2004-02-29 00:00:00,Completed
null,Phase 2/Phase 3 Clinical,C23,stavudine,4481,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,570,Comparison of Nevirapine and Efavirenz for the Treatment of HIV-TB Co-infected Patients,2011-04-30 00:00:00,2010-03-07 12:00:00,2011-03-31 00:00:00,2011-04-30 00:00:00,10948,2007-12-31 00:00:00,Completed
null,Phase not specified,NS,omeprazole,44305,Pharmacokinetics,Mycobacterium tuberculosis infection,221,N,13,The Influence of Rifampicin Discontinuation on Rifampicin-Induced Cytochrome P450 Enzyme Activity,2011-06-30 00:00:00,2012-10-20 12:00:00,null,2011-06-30 00:00:00,122291,2010-07-01 00:00:00,Completed
null,Phase 1 Clinical,C1,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,24,"Safety of Tuberculosis Vaccine, MVA-85A, Administered by the Aerosol Route and the Intradermal Route",2013-04-01 00:00:00,2014-01-19 12:00:00,null,2013-04-01 00:00:00,83464,2011-09-30 00:00:00,Completed
null,Phase 2a Clinical,C2A,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,48,"A phase IIa, open-label, safety and immunogenicity study of MVA-85A in HIV- and/or Mycobacterium tuberculosis-infected adults",null,2013-12-15 12:00:00,null,null,86807,2011-08-26 00:00:00,Status not specified
null,Phase not specified,NS,rifabutin,4229,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,39,"An open-label, comparative, multicenter trial to evaluate long-term tolerance and effectiveness of moxifloxacin therapy for tuberculosis",null,2005-06-19 12:00:00,null,null,113726,2003-02-28 00:00:00,Status not specified
null,Phase not specified,NS,IMM-201,11115,Efficacy,Mycobacterium tuberculosis infection,221,N,204,"A Randomized, Double-blind, Multicenter, Placebo-controlled Trial to Study the Efficacy of Mycobacterium vaccae Immunotherapy for Tuberculosis in KwaZulu, South Africa, 1991-97",null,2003-02-20 12:00:00,null,null,109626,2000-10-31 00:00:00,Status not specified
null,Phase 3 Clinical,C3,Actimmune,3365,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,null,A phase III study to evaluate the safety and efficacy of aerosolized Actimmune for the treatment of pulmonary multidrug-resistant tuberculosis (MDR-TB) in patients who have failed a treatment regimen of anti-tuberculosis therapy,null,2002-11-21 12:00:00,null,null,14945,2000-08-01 00:00:00,Status not specified
null,Phase 2b Clinical,C2B,delamanid,16545,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,481,"A Placebo-Controlled, Phase II Trial to Evaluate OPC-67683 in Patients With Pulmonary Sputum Culture-Positive, Multidrug-Resistant Tuberculosis (TB)",2010-10-31 00:00:00,2010-08-20 12:00:00,null,2010-10-31 00:00:00,15754,2008-04-30 00:00:00,Completed
null,Phase 4 Clinical,C4,tenofovir disoproxil fumarate,14493,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,200,RIFART,2011-04-19 00:00:00,2007-05-21 12:00:00,null,2011-04-19 00:00:00,131240,2005-03-15 00:00:00,Terminated
null,Phase 3 Clinical,C3,efavirenz,10172,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,493,Optimization of Tuberculosis and HIV Co-treatment in Africa,null,2010-03-16 12:00:00,null,null,131419,2008-01-09 00:00:00,Recruiting
null,Phase 1/Phase 2 Clinical,C12,linezolid,11036,"Safety,Efficacy,Pharmacokinetics",Mycobacterium tuberculosis infection,221,N,70,"Early Bactericidal Activity of Linezolid, Gatifloxacin, Levofloxacin, Isoniazid (INH) and Moxifloxacin in HIV Negative Adults With Initial Episodes of Sputum Smear-Positive Pulmonary Tuberculosis",2007-12-31 00:00:00,2006-06-20 12:00:00,null,2007-12-31 00:00:00,10869,2004-02-29 00:00:00,Completed
null,Phase not specified,NS,Glutoxim,28379,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,42,Glutoxim in the Complex Treatment of Tuberculosis,2002-01-01 00:00:00,null,null,2002-01-01 00:00:00,149460,null,Completed
null,Phase 1 Clinical,C1,TB/FLU-04L,98373,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,36,"Reactogenicity, Safety and Immunogenicity of a TB/FLU-04L Tuberculosis Vaccine",2015-02-28 00:00:00,2016-02-20 12:00:00,null,2015-02-28 00:00:00,235054,2013-10-31 00:00:00,Completed
null,Phase 3 Clinical,C3,nevirapine,3700,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,145,Efavirenz-Based Versus Nevirapine-Based Antiretroviral Therapy Among HIV-Infected Patients Receiving Rifampin,2010-12-31 00:00:00,2009-04-07 12:00:00,null,2010-12-31 00:00:00,10947,2007-01-31 00:00:00,Completed
null,Phase 1 Clinical,C1,linezolid,11036,"Safety,Efficacy,Pharmacokinetics,Pharmacodynamics",Mycobacterium tuberculosis infection,221,N,59,"Safety, Tolerability, Pharmacokinetics And Measurement Of Whole Blood Activity (WBA) Of PNU-100480 After Multiple Oral Doses In Healthy Adult Volunteers",2010-05-31 00:00:00,2012-02-20 12:00:00,null,2010-05-31 00:00:00,60906,2009-10-31 00:00:00,Completed
null,Phase 3 Clinical,C3,gatifloxacin,7017,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,416,"Thrice-Weekly, 4- Months Moxifloxacin or Gatifloxacin Regimens for Pulmonary TB",null,2006-09-03 12:00:00,null,null,150332,2004-05-14 00:00:00,Terminated
null,Phase 4 Clinical,C4,ribavirin,5369,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,550,"Antivirus Therapy for Population with HIV, HCV and TB Co-infection Clinical Trial",null,2011-05-31 00:00:00,null,null,162528,2009-05-01 00:00:00,Recruiting
null,Phase 3 Clinical,C3,lamivudine,3474,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,145,Efavirenz-Based Versus Nevirapine-Based Antiretroviral Therapy Among HIV-Infected Patients Receiving Rifampin,2010-12-31 00:00:00,2009-04-07 12:00:00,null,2010-12-31 00:00:00,10947,2007-01-31 00:00:00,Completed
null,Phase 2 Clinical,C2,bedaquiline,51310,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,75,Early Bactericidal Activity and Pharmacokinetics of the Diarylquinoline TMC-207 in Treatment of Pulmonary Tuberculosis,2008-08-01 00:00:00,null,null,2008-08-01 00:00:00,150059,null,Completed
null,Phase 1 Clinical,C1,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,30,Phase I Trial Evaluating Safety and Immunogenicity of MVA-85A-IMX3-13 Compared to MVA-85A in BCG Vaccinated Adults,2014-12-31 00:00:00,2015-11-20 12:00:00,null,2014-12-31 00:00:00,142322,2013-07-31 00:00:00,Completed
null,Phase 1 Clinical,C1,MVA-85A,55317,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,Y,37,"Study Evaluating Aerosol and Intradermal Administration of a Candidate Tuberculosis (TB) Vaccine, MVA-85A, as a Way to Increase Immune Response and Avoid Anti-Vector Immunity",2015-02-02 00:00:00,2016-02-20 12:00:00,null,2015-02-02 00:00:00,156675,2013-10-31 00:00:00,Completed
null,Phase not specified,NS,"tenofovir disoproxil fumarate + emtricitabine (fixed dose), Gilead Sciences",49219,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,63,Simultaneous Versus Sequential Antiretroviral Therapy (ARV) Therapy and Mycobacterium Tuberculosis (MTB) Treatment,2011-02-28 00:00:00,2010-06-30 00:00:00,2011-12-31 00:00:00,2011-02-28 00:00:00,169697,2008-03-31 00:00:00,Terminated
null,Phase 3 Clinical,C3,moxifloxacin,12978,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,1650,A Clinical Trial to Study the Effectiveness and Safety of 3- and 4-Month Regimens as Compared to the Standard 6-Month Regimen for the Treatment of Infectious Pulmonary Tuberculosis Patients,null,2009-09-18 12:00:00,null,null,121916,2007-05-30 00:00:00,Recruiting
null,Phase 3 Clinical,C3,efavirenz,10172,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,3000,Brief Rifapentine-Isoniazid Evaluation for TB Prevention,2017-11-14 00:00:00,2014-09-12 12:00:00,null,2017-11-14 00:00:00,79741,2012-05-23 00:00:00,Completed
null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,45,Immunogenicity and Safety of a Candidate Tuberculosis (TB) Vaccine Given to Healthy Adults in a TB-Endemic Region,2008-12-31 00:00:00,2010-06-20 12:00:00,null,2008-12-31 00:00:00,11563,2008-02-29 00:00:00,Completed
null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,60,Safety and Immunogenicity of a Candidate Tuberculosis Vaccine in Healthy HIV Negative Adolescents,2010-09-30 00:00:00,2012-04-21 12:00:00,null,2010-09-30 00:00:00,59304,2009-12-31 00:00:00,Completed
null,Phase not specified,NS,moxifloxacin,12978,Efficacy,Mycobacterium tuberculosis infection,221,N,43,"A comparative, open-labeled, randomized study to evaluate the bactericidal activity of moxifloxacin in patients with pulmonary tuberculosis",null,2006-03-22 12:00:00,null,null,114922,2003-12-01 00:00:00,Status not specified
null,Phase 4 Clinical,C4,lamivudine,3474,Safety,Mycobacterium tuberculosis infection,221,N,156,Appropriate Timing of HAART in Co-infected HIV/TB Patients,2011-05-31 00:00:00,2012-03-31 00:00:00,2013-10-31 00:00:00,2011-05-31 00:00:00,61991,2009-10-31 00:00:00,Terminated
null,Phase 4 Clinical,C4,rifapentine,15102,"Safety,Efficacy",Mycobacterium tuberculosis infection,221,N,3738,Intervention study in rural residents (50 to 70 years old) with latent Mycobacterium tuberculosis infection,null,2016-04-22 12:00:00,2016-12-31 00:00:00,2016-12-31 00:00:00,243294,2014-01-01 00:00:00,No longer recruiting
