ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1+,Creatinine; Human immunodeficiency virus RNA; T-Helper Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 0 Clinical,C0,lamivudine,3474,419,efavirenz; emtricitabine; lamivudine; tenofovir,419,null,TasP in Correctional Facilities,15-1473; NCT02946762; Z 31501,University of North Carolina,280225,"FEBRUARY , 01, 2016",Completed
2+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,TBA-7371,107523,74,TBA-7371; TBA-7371; bupropion; midazolam,74,null,"A Phase I Study to Evaluate Safety, Tolerability, PK, and PK Interactions of TBA-7371",NCT03199339; TBA-7371-CL001,TB Alliance,303756,"AUGUST   , 29, 2017",Completed
3,null,Mycobacterium tuberculosis infection,levofloxacin,Phase 3 Clinical,C3,levofloxacin,3492,3000,isoniazid; rifampicin,3000,TriDoRe,Novel Triple-Dose Tuberculosis Retreatment Regimens: How to Overcome Resistance Without Creating More,NCT03862248; TRIDORE; TriDoRe,"Institute of Tropical Medicine, Belgium",372353,"SEPTEMBER, 30, 2019",Not yet recruiting
2,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,rifabutin,4229,15,lopinavir + ritonavir; rifabutin,15,null,A Bioavailability Study of Rifabutin and Lopinavir/Ritonavir in Healthy Adult Subjects,M10-457; NCT00743470,Abbott Laboratories,25327,"AUGUST   , 31, 2008",Terminated
1+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampin,Phase 2b Clinical,C2B,pretomanid,13323,183,isoniazid; pretomanid; pyrazinamide; rifabutin; rifampin,183,APT,Assessing PA-824 for Tuberculosis,#FD-R-004794-01; APT; NA_00093014; NCT02256696,Johns Hopkins Hospital,213394,"APRIL    , 29, 2015",Recruiting
1+,Total body mass,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2/Phase 3 Clinical,C23,moxifloxacin,12978,450,bedaquiline; moxifloxacin; pretomanid; pyrazinamide,450,SIMPLICITB,"Trial to Evaluate the Efficacy, Safety and Tolerability of BPaMZ in Drug-Sensitive (DS-TB) Adult Patients and Drug-Resistant (DR-TB) Adult Patients",39186; B-Pa-M-Z; NC-008; NC-008 (B-Pa-M-Z); NC-008 (B-Pa-M-Z) 39186; NCT03338621; NMRR-17-2826-39186; PHRR180723-001867; SIMPLICITB; SIMPLICITB (B-PA-M-Z) NC-008,"PPD Pharmaceutical Development Philippines Corporation, TB Alliance",319125,"JULY     , 30, 2018",Recruiting
1,Body height; Total body mass,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,pretomanid,13323,36,pretomanid,36,null,"Pharmacokinetics and Safety of PA-824 in Subjects With Mild, Moderate, and Severe Hepatic Impairment to Matched, Non-Hepatically Impaired Subjects",13-0053; HHSN272201300017I; NCT02422524,National Institute of Allergy and Infectious Diseases,227410,"DECEMBER , 11, 2017",Recruiting
2,null,Mycobacterium tuberculosis infection,BCG vaccine,Phase 3 Clinical,C3,GC-3107,108779,750,GC-3107,750,null,A Study of GC-3107(BCG Vaccine) in Healthy Infants,GC3107_P3; NCT03947138; TCTR20190325003,GC Pharma,380364,"JUNE     , 01, 2019",Not yet recruiting
2+,null,Mycobacterium tuberculosis infection,WHO approved regimen-based therapy,Phase 3 Clinical,C3,delamanid,16545,null,Deltyba; Levaquin; Zyvox; pyrazinamide,null,DAZZLE,"Efficacy and Tolerability of Delamanid, Linezolid, Pyrazinamide and Levofloxacin",DAZZLE; H-36160; NCT02975570,Boston University,280651,"AUGUST   , 31, 2017",Terminated
1,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,azithromycin,2587,null,azithromycin,null,null,A Study to Evaluate the Safety and Efficacy of Azithromycin in Individual Patients With Serious Nontuberculous Mycobacterial Disease Who Are Failing or Intolerant of Other Available Therapy,058D; 066-169; NCT00002085,Pfizer Inc,8647,"NOVEMBER , 02, 1999",Completed
1,Cytokines,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,2,MVA-85A,2,null,MVA-85A Aerosol Versus Intramuscular Vaccination in Adults With Latent Mycobacterium Tuberculosis (M tb) Infection,NCT02532036; TB040,University of Oxford,238674,"SEPTEMBER, 30, 2015",Terminated
1+,Total body mass,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2/Phase 3 Clinical,C23,pretomanid,13323,450,bedaquiline; moxifloxacin; pretomanid; pyrazinamide,450,SIMPLICITB,"Trial to Evaluate the Efficacy, Safety and Tolerability of BPaMZ in Drug-Sensitive (DS-TB) Adult Patients and Drug-Resistant (DR-TB) Adult Patients",39186; B-Pa-M-Z; NC-008; NC-008 (B-Pa-M-Z); NC-008 (B-Pa-M-Z) 39186; NCT03338621; NMRR-17-2826-39186; PHRR180723-001867; SIMPLICITB; SIMPLICITB (B-PA-M-Z) NC-008,"PPD Pharmaceutical Development Philippines Corporation, TB Alliance",319125,"JULY     , 30, 2018",Recruiting
2,null,Mycobacterium tuberculosis infection,standardized regimen,Phase 2 Clinical,C2,faropenem,4492,400,faropenem,400,null,"Prospective, Randomized Control, Non-inferiority Study of the Use of Faropenem for Patients with etiology Positive Pulmonary Tuberculosis",ChiCTR1800015959,Zhejiang University,338648,"MAY      , 15, 2018",Not yet recruiting
1+,Anti-Meningitis C antibodies; C-C motif chemokine 2; C-C motif chemokine 3; C-C motif chemokine 4; Cytokines; IgG; Interferon gamma; Interferon-alpha; Interleukin-1 alpha; Interleukin-1 beta; Interleukin-10; Interleukin-12; Interleukin-13; Interleukin-2; Interleukin-6,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,Infanrix,6229,28,BCG; Infanrix; Menitorix; NeisVac-C; Pentacel; Prevnar 13; Priorix; Rotarix,28,BAM,A Study of the Interaction Between BCG And MenC Immunization,2013-003488-71; BAM; NCT02002156; OVG-2013/04; UKCRN 15722,University of Oxford,162886,"JUNE     , 20, 2014",Completed
2,Cytokines; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Mycobacterium tuberculosis infection,BCG vaccine,Phase 2a Clinical,C2A,MTBVAC,89744,99,MTBVAC,99,null,Dose-Defining Safety and Immunogenicity Study of MTBVAC in South African Neonates,MTBVAC-03; NCT03536117,Biofabri SL,340636,"FEBRUARY , 11, 2019",Recruiting
1,Cytokines; Immunoglobulin G; Interferon gamma,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,SSI H56-IC31,74849,22,SSI H56-IC31,22,null,A Phase I Study of Safety and Immunogenicity of AERAS-456 in HIV-Negative Adults Treated for Drug-susceptible Pulmonary TB,C-037-456; NCT02375698,Aeras,223291,"NOVEMBER , 21, 2014",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 2a Clinical,C2A,TB/FLU-04L,98373,80,TB/FLU-04L,80,null,"A randomized, double-blind, placebo-controlled, phase II clinical trial of TB/FLU-04L TB vaccine in adult volunteers with signs of latent tuberculosis infection",VPT-II-01/2015,National Center for Biotechnology of the Republic of Kazakhstan,301908,"JUNE     , 05, 2017",Status not specified
3,Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-2; Interleukin-2 receptor alpha chain ; Monocytes; Myeloid-derived suppressor cells; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,SSI H56-IC31,74849,39,SSI H56-IC31; SSI H56-IC31; etoricoxib; etoricoxib,39,TBCOX2,Therapeutic Vaccination and Immune Modulation - New Treatment Strategies for the MDR Tuberculosis Pandemic,2014-004986-26; 2015/692; NCT02503839; TBCOX2,Oslo University Hospital,235355,"NOVEMBER , 30, 2015",No longer recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,delpazolid,76307,52,delpazolid,52,null,"Phase I study Evaluating the Safety, Tolerability and Pharmacokinetic Characteristics of RMX-2001",CTR20190843; RMX2001-101,"Nome West (Shanghai) Pharmaceutical Technology Co., Ltd",381962,null,Not yet recruiting
1+,Amyloid; C-reactive protein; Collagen type I; Collagen type III; Cytokines; Interferon gamma; Interleukin-10; Interleukin-17A; Interleukin-2; Interleukin-4; Interleukin-6; Interleukin-8; Leukocyte count; Leukocyte elastase; Matrix metalloproteinase-9; Myeloperoxidase; Neutrophil collagenase; Procalcitonin; Transforming Growth Factor beta; Tumor necrosis factor,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,azithromycin,2587,24,azithromycin; ethambutol; isoniazid; pyrazinamide; rifampicin,24,null,Azithromycin as Host-directed Therapy for Pulmonary Tuberculosis,2017-001929-40; AZT_DSTB_BB; NCT03160638,University Medical Center Groningen,298743,"FEBRUARY , 01, 2018",Recruiting
5+,null,Mycobacterium tuberculosis infection,bedaquiline; bedaquiline; clofazimine; clofazimine; delamanid; delamanid; linezolid; linezolid,Phase 3 Clinical,C3,delamanid,16545,500,bedaquiline; clofazimine; delamanid; linezolid,500,endTB-Q,Evaluating Newly Approved Drugs in Combination Regimens for Multidrug-Resistant TB With Fluoroquinolone Resistance,MSF ERB-1761; NCT03896685; endTB-Q,Médecins Sans Frontières France,375499,"JUNE     , 30, 2019",Not yet recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 2/Phase 3 Clinical,C23,VPM-1002,55569,2000,VPM-1002,2000,null,Study to Check the Efficacy and Safety of Recombinant BCG Vaccine in Prevention of TB Recurrence in India,NCT03152903; VPM1002-IN-3.01TBR,Serum Institute of India Ltd,298671,"DECEMBER , 15, 2017",Recruiting
3,null,Mycobacterium tuberculosis infection,Standard of care,Phase 3 Clinical,C3,amoxicillin,44279,1875,amoxicillin; azithromycin,1875,ACT-TB,Accuracy and Consequences of Using Trial-of-antibiotics for TB Diagnosis,15232; ACT-TB; NCT03545373,London School of Hygiene and Tropical Medicine,341686,"FEBRUARY , 25, 2019",Recruiting
1+,null,Mycobacterium tuberculosis infection,clofazimine; ethambutol; isoniazid; kanamycin; moxifloxacin; prothionamide; pyrazinamide,Phase 1/Phase 2 Clinical,C12,"clofazimine (oral, tuberculosis), Novartis",91861,250,clofazimine; econazole; ethambutol; isoniazid; kanamycin; moxifloxacin; prothionamide; pyrazinamide,250,RESWMEN,Using econazole to attempt to shorten the duration of treatment in MDR tuberculosis,CTRI/2019/03/018237; PGI-MDR TB/01 version 2 dated 12.09.2018; RESWMEN,Indian Council of Medical Research,374838,"MAY      , 01, 2019",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,amikacin; cycloserine; moxifloxacin; prothionamide; pyrazinamide,Phase 2 Clinical,C2,linezolid,11036,488,amikacin; clofazimine; cycloserine; ethambutol; linezolid; moxifloxacin; prothionamide; pyrazinamide,488,GRACE-TB,NGS-Guided(G) Regimens(R) of Anti-tuberculosis(A) Drugs for the Control(C) and Eradication(E) of MDR-TB,GRACE-TB; KY2018-291; NCT03604848,Huashan Hospital,348056,"AUGUST   , 05, 2018",Not yet recruiting
1+,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bilirubin; Blood platelets; Carbon dioxide; Chlorine; Creatine kinase; Creatinine; Eosinophils; Erythrocytes; Estimated glomerular filtration rate; Glucose; Hematocrit; Hemoglobin; High-density lipoprotein cholesterol; High-density lipoprotein cholesterol; Human immunodeficiency virus RNA; Lactate dehydrogenase; Leukocyte count; Lipase; Lipids; Lymphocytes; Mean corpuscular volume; Monocytes; Neutrophils; Ox-LDL/ LDL-C ratio; Ox-LDL/ LDL-C ratio; Phosphate; Potassium; Sodium; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; Total cholesterol; Total cholesterol; Triglycerides; Triglycerides; Urea,Mycobacterium tuberculosis infection,efavirenz; ethambutol; isoniazid; pyrazinamide; rifampicin,Phase 3b Clinical,C3B,dolutegravir,59062,113,Group 1; Group 2; dolutegravir; ethambutol; isoniazid; pyrazinamide; rifampicin,113,INSPIRING,Open-Label Study of Dolutegravir (DTG) or Efavirenz (EFV) for Human Immunodeficiency Virus (HIV)-Tuberculosis (TB) Co-infection,117175; ING117175; INSPIRING; NCT02178592,ViiV Healthcare Ltd,201302,"JANUARY  , 23, 2015",No longer recruiting
6,C-reactive protein; Forced expiratory volume; Neopterin; Programmed cell death protein 1; Standardized uptake value; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain,Mycobacterium tuberculosis infection,rifabutin-modified TB therapy,Phase 2 Clinical,C2,CC-11050,59386,200,CC-11050; auranofin; everolimus; rifabutin-modified TB therapy; vitamin D3,200,TBHDT,TB Host Directed Therapy,NCT02968927; TBHDT; TBHDT-AUR1-8-178,Aurum Institute,279898,"NOVEMBER , 30, 2016",No longer recruiting
1+,Alanine transaminase; Aspartate aminotransferase; Bilirubin; Blood cells; Creatine kinase; Creatinine; Estimated glomerular filtration rate; Lipase; Lipids,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,dolutegravir,59062,75,Prezcobix; dolutegravir; isoniazid; rifapentine,75,null,Impact of Once-Weekly Rifapentine and Isoniazid on the Steady State Pharmacokinetics of Dolutegravir and Darunavir Boosted With Cobicistat in Healthy Volunteers,16-CC-0112; 160112; NCT02771249,National Institutes of Health Clinical Center,260814,"JUNE     , 03, 2016",Recruiting
3,Human immunodeficiency virus RNA; T-Helper Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,dolutegravir,59062,200,dolutegravir; food intake; nucleoside reverse transcriptase inhibitor therapy; rifampicin,200,null,"Efficacy, Safety and Pharmacokinetics of DTG With RIF",HIV-NAT 254; NCT03731559,The HIV Netherlands Australia Thailand Research Collaboration,359086,"MARCH    , 01, 2019",Not yet recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 2a Clinical,C2A,SQ-109,31010,null,SQ-109,null,null,Evaluation of SQ-109 Plus PPI in Urea Breath Test-Positive Volunteers,NCT01252108; SQ109-H001,Sequella Inc,72716,"MARCH    , 31, 2012",Terminated
3+,C-reactive protein,Mycobacterium tuberculosis infection,null,Phase 2/Phase 3 Clinical,C23,"once-daily naproxen (oral controlled release, pain), Alvogen",12013,null,"atorvastatin; dexamethasone; dexamethasone (decadron); once-daily naproxen (oral controlled release, pain), Alvogen; once-daily naproxen (oral controlled release, pain), Alvogen",null,null,Paradoxical Tuberculosis Immune Reconstitution Inflammatory Syndrome (TB-IRIS) Treatment Trial,NCT01442428; WS967180,University of Minnesota - Clinical and Translational Science Institute,199754,"JANUARY  , 31, 2014",Terminated
4,T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,"tenofovir disoproxil fumarate + emtricitabine (fixed dose), Gilead Sciences",49219,809,efavirenz; emtricitabine; tenofovir disoproxil fumarate; tenofovir disoproxil fumarate + emtricitabine,780,STRIDE,Immediate Versus Deferred Start of Anti-HIV Therapy in HIV Infected Adults Being Treated for Tuberculosis,1U01AI068636; ACTG A5221; ACTG A5221; NCT00108862; STRIDE,AIDS Clinical Trials Group,10681,"AUGUST   , 31, 2006",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,moxifloxacin,12978,429,ethambutol; gatifloxacin; isoniazid; moxifloxacin; pyrazinamide; rifampicin,416,null,"Thrice-Weekly, 4- Months Moxifloxacin or Gatifloxacin Regimens for Pulmonary TB",CTRI/2012/10/003060,Indian Council of Medical Research,150332,"MAY      , 14, 2004",Terminated
1+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,ritonavir,7310,9,Kaletra; rifampin; ritonavir,9,null,Pharmacokinetic Study of Super-boosted Lopinavir/Ritonavir Given With Rifampin,20100325; NCT01700790,University of Miami,93494,"FEBRUARY , 29, 2016",Terminated
1,Body temperature; CD40 ligand; Interferon gamma; Interleukin-17A; Interleukin-2; T-Helper Lymphocytes; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,142,"MTB72F vaccine (tuberculosis), GSK/Aeras",142,null,Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine in Adults With Tuberculosis (TB) Disease,114886; NCT01424501,GlaxoSmithKline plc,80383,"NOVEMBER , 14, 2011",Terminated
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,12,MVA85A,12,null,Safety and Immunogenicity of MVA85A in Volunteers Latently Infected With TB,NCT00456183; TB007,University of Oxford,10941,"AUGUST   , 31, 2005",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,Fluzone,44409,301,Vaxigrip,301,TIV_HIV_TB,Effect of HIV and/or Active Tuberculosis on the Immune Responses to Trivalent Influenza Vaccine (TIV) in Adults,NCT01811823; TIV_HIV_TB; TIV_HIV_TB,University of Witwatersrand,116439,"MARCH    , 31, 2014",Completed
1+,null,Mycobacterium tuberculosis infection,ethambutol; isoniazid; piperine; pyrazinamide; rifampicin,Phase 4 Clinical,C4,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,144,Risorine; ethambutol; pyrazinamide,144,null,Clinical Trial for Comparing Safety and Efficacy of Bio-enhanced Rifampicin (Risorine) Capsule in newly diagnosed Pulmonary Tuberculosis in Adult Patients,CTRI/2017/04/008329,All India Institute of Medical Sciences,295037,"APRIL    , 17, 2017",Not yet recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,12,MVA-85A,12,null,T−Cell Turnover Following Vaccination With MVA-85A,EudraCT number: 2007−001293-8; NCT00548444; TB018,University of Oxford,11182,"OCTOBER  , 31, 2007",Completed
1+,Glucose,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,levofloxacin,3492,100,amikacin; clarithromycin; isoniazid; levofloxacin; prothionamide; pyrazinamide,152,null,Optimization of MDR-TB Treatment Regimen Based on the Molecular Drug Susceptibility Results of Pyrazinamide,2013ZX10003008-003; KY2013-260; NCT02120638,Huashan Hospital,183613,"APRIL    , 30, 2014",Recruiting
2,Alanine transaminase; QT interval,Mycobacterium tuberculosis infection,Rifafour e275,Phase 2a Clinical,C2A,sutezolid,11088,59,PNU-100480,59,null,"PNU-100480 In Newly Diagnosed, Treatment Sensitive Patients With Pulmonary TB; Early Bactericidal Activity; Whole Blood Assay",B1171003; NCT01225640,Sequella Inc,71511,"AUGUST   , 31, 2011",Completed
3,CD4+ T cell,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,rifabutin,4229,20,efavirenz; rifabutin; rifabutin,15,TBTC-23C,Pharmacokinetics of Intermittent Rifabutin and Isoniazid With Daily Efavirenz,23C; CDC-NCHSTP-2588; NCT00023413; TBTC-23C,Centers for Disease Control and Prevention,10657,"NOVEMBER , 30, 1999",Completed
4+,CD4,Mycobacterium tuberculosis infection,null,Phase not specified,NS,nevirapine,3700,100,efavirenz; lamivudine; nevirapine; nevirapine,100,null,Once-Daily Dose of Nevirapine (400 mg) Versus Twice Daily Dose (200 mg) of Nevirapine in HIV and Tuberculosis Infection,CTRI/2012/08/002923,National AIDS Control Organization,126486,"SEPTEMBER, 01, 2012",Not yet recruiting
1,CD4/CD8 ratio; CD40 ligand; Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-2; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,"MTB72F vaccine (tuberculosis), GSK/ IAVI",9490,37,GSK-692342,37,null,Safety and Immunogenicity of a Candidate Tuberculosis (TB) Vaccine in HIV-Positive Adults,111517; NCT00707967,GlaxoSmithKline plc,19230,"JUNE     , 30, 2008",Completed
2+,null,Mycobacterium tuberculosis infection,Mycocox-4; ethambutol; pyrazinamide,Phase 4 Clinical,C4,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,144,Risorine,144,null,Comparative Evaluation of the Effect of Risorine in Patients With Newly Diagnosed Sputum Smear Positive Pulmonary Tuberculosis,CTRI/2012/06/002742,Cadila Pharmaceuticals Ltd,118547,"FEBRUARY , 10, 2011",Completed
1+,CD4; albumin,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,tenofovir disoproxil fumarate,14493,156,efavirenz; lamivudine; lamivudine + efavirenz + tenofovir disoproxil fumarate; tenofovir disoproxil fumarate,156,TIME,Appropriate Timing of HAART in Co-infected HIV/TB Patients,0435.3/1551; NCT01014481; TIME,Bamrasnaradura Infectious Diseases Institute,61991,"OCTOBER  , 31, 2009",Terminated
5,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,moxifloxacin,12978,150,capreomycin; isoniazid; moxifloxacin; rifabutin; rifampicin,150,BBA,Brief Bactericidal Activity of Anti-Tuberculosis Drugs,BBA; CDC-NCHHSTP-6435; NCT02236078,Centers for Disease Control and Prevention,210083,"NOVEMBER , 30, 2015",Recruiting
2,Blood cells; Creatine phosphokinase; fbpB; hspX; icl1; rrnA-p1,Mycobacterium tuberculosis infection,Rifafour,Phase 2a Clinical,C2A,posizolid,26493,75,AZD-5847,75,null,Phase IIa EBA Trial of AZD-5847,11-0006; N01AI70022C; NCT01516203,National Institute of Allergy and Infectious Diseases,84246,"DECEMBER , 05, 2012",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,"rifampicin + isoniazid + piperine (fixed dose combination, tuberculosis), Cadila Pharmaceuticals",69440,50,Risorine,50,null,A Risorine Study in Sputum Positive Patients After 8 Weeks of Conventional Treatment,CRSC12005 Version. 01; CTRI/2012/11/003096,Cadila Pharmaceuticals Ltd,138715,"JUNE     , 10, 2012",Recruiting
4+,CD4,Mycobacterium tuberculosis infection,null,Phase not specified,NS,lamivudine,3474,100,efavirenz; lamivudine; nevirapine; nevirapine,100,null,Once-Daily Dose of Nevirapine (400 mg) Versus Twice Daily Dose (200 mg) of Nevirapine in HIV and Tuberculosis Infection,CTRI/2012/08/002923,National AIDS Control Organization,126486,"SEPTEMBER, 01, 2012",Not yet recruiting
5,null,Mycobacterium tuberculosis infection,isoniazid,Phase 1/Phase 2 Clinical,C12,levofloxacin,3492,70,gatifloxacin; levofloxacin; linezolid; moxifloxacin,70,TBRU 10,"Early Bactericidal Activity of Linezolid, Gatifloxacin, Levofloxacin, Isoniazid (INH) and Moxifloxacin in HIV Negative Adults With Initial Episodes of Sputum Smear-Positive Pulmonary Tuberculosis",01-553; NCT00396084; TBRU 10; TBRU 10,National Institute of Allergy and Infectious Diseases,10869,"FEBRUARY , 29, 2004",Completed
1+,Lung,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyrazinamide; rifampin,Phase 2 Clinical,C2,rifapentine,15102,865,ethambutol; isoniazid; pyrazinamide; rifapentine,529,TBTC Study 29,Rifapentine During Intensive Phase Tuberculosis (TB) Treatment,2008-003633-24; CDC-NCHSTP-5399; NCT00694629; TBTC Study 29; UITB-Study-29,"Centers for Disease Control and Prevention, Tuberculosis Investigation Unit of Barcelona",17237,"DECEMBER , 31, 2008",Completed
2,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,nevirapine,3700,53,nevirapine; rifampicin,53,null,Population Pharmacokinetics of Nevirapine in Combination With Rifampicin-Based Short Course Chemotherapy in HIV- and Tuberculosis-Infected South African Patients,PMID:18751690,Uppsala University,149504,null,Completed
2,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,moxifloxacin,12978,15,moxifloxacin; moxifloxacin; rifapentine,15,null,Pharmacokinetic Issues of Moxifloxacin Plus Rifapentine,06-0050; NA_00007322; NCT00460759,National Institute of Allergy and Infectious Diseases,10943,"JUNE     , 30, 2007",Terminated
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,"artenimol + piperaquine (malaria), Sigma-Tau",53724,36,artesunate; artesunate + amodiaquine; desethylamodiaquine; dihydroartemisinin; dihydroartemisinin + piperaquine; piperaquine,36,ARTEM-TB STUDY,Evaluating Pharmacokinetic Interactions Between Artemisinin-Based Therapies and Rifampacin-Based Tuberculosis Treatment in African Patients,ARTEM-TB STUDY; HS1294; PACTR201302000483287,Infectious Diseases Institute of Makerer University,142485,"JANUARY  , 31, 2013",Not yet recruiting
2,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,moxifloxacin,12978,182,levofloxacin; moxifloxacin,182,null,Comparison of the Effect Between Levofloxacin and Moxifloxacin Among MDR-TB Patients,H-0911-068-301; NCT01055145,Seoul National University Hospital,63801,"MARCH    , 31, 2010",Terminated
1+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,pretomanid,13323,52,PA-824; efavirenz; lopinavir + ritonavir; rifampin,52,null,"Evaluating the Safety and Drug Interaction of PA-824, an Investigational Tuberculosis Medication, Together With Efavirenz, Ritonavir-Boosted Lopinavir or Rifampin",11829; A5306; ACTG5306; NCT01571414,National Institute of Allergy and Infectious Diseases,86312,"MAY      , 31, 2012",Completed
2,Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-2; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,40,AERAS-402; AERAS-402; MVA-85A,40,null,Safety Study of Tuberculosis Vaccines AERAS-402 and MVA-85A,2012-002007-18; NCT01683773; TB032; UKCRN 13671,University of Oxford,91280,"SEPTEMBER, 30, 2012",Completed
2,Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-2; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,AERAS-402,53975,40,AERAS-402; AERAS-402; MVA-85A,40,null,Safety Study of Tuberculosis Vaccines AERAS-402 and MVA-85A,2012-002007-18; NCT01683773; TB032; UKCRN 13671,University of Oxford,91280,"SEPTEMBER, 30, 2012",Completed
2,null,Mycobacterium tuberculosis infection,moxifloxacin,Phase 1 Clinical,C1,moxifloxacin,12978,88,TMC-207,88,null,TMC207TBC1003 - A Study in Healthy Volunteers Investigating the Effect of Single-Dose TMC-207 on the QT/QTc Interval Under Fed Conditions,CR017167; NCT01291563; TMC-207-TBC1003,Janssen Diagnostics BVBA,74529,"FEBRUARY , 28, 2011",Completed
1+,Anti-Meningitis C antibodies; C-C motif chemokine 2; C-C motif chemokine 3; C-C motif chemokine 4; Cytokines; IgG; Interferon gamma; Interferon-alpha; Interleukin-1 alpha; Interleukin-1 beta; Interleukin-10; Interleukin-12; Interleukin-13; Interleukin-2; Interleukin-6,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,Priorix,11457,28,BCG; Infanrix; Menitorix; NeisVac-C; Pentacel; Prevnar 13; Priorix; Rotarix,28,BAM,A Study of the Interaction Between BCG And MenC Immunization,2013-003488-71; BAM; NCT02002156; OVG-2013/04; UKCRN 15722,University of Oxford,162886,"JUNE     , 20, 2014",Completed
3+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,efavirenz,10172,200,efavirenz; emtricitabine; emtricitabine; lopinavir + ritonavir; rifabutin; rifampicin; tenofovir disoproxil fumarate; tenofovir disoproxil fumarate,200,RIFART,RIFART,EudraCT 2007-007935-14; MI2-RIFART-2005; RIFART,Azienda Ospedaliera Spedali Civili di Brescia,131240,"MARCH    , 15, 2005",Terminated
